uuid	file	sentence	tok_sentence	paragraph	trimmed_sent	title	source	year
19e92554-fc0e-11ed-88fc-93f4be02dfa8	neigbor144.txt	Dusanka Simunovic croAtIAn chAmBer of ArchItects Ana-Marija Skoko BArdek, lIsAc, Musec, Skoko D.O.O.	Dusanka Simunovic croAtIAn chAmBer of ArchItects Ana-Marija Skoko BArdek , lIsAc , Musec , Skoko D.O.O .	Dusanka Simunovic croAtIAn chAmBer of ArchItects Ana-Marija Skoko BArdek, lIsAc, Musec, Skoko D.O.O. In cooperAtIon wIth CMS reIch rohrwIG hAInz rechtsAnwalte GmBh Valentina Sokec Korper & pArtnerI lAw fIrm Alan Soric AlAn sorIc & AleksAndrA tomekovIc dundA lAw offIce Morena Sostaric GJurGJAn & srIBAr rAdIc lAw fIrm Gordana Spehar Hafizovic mInIstrY of constructIon and phYsIcAl plAnnInG Irena Sribar Radic GJurGJAn & srIBAr rAdIc lAw fIrm Bernardica Stipic mInIstrY of fInAnce, tAx AdmInIstrAtIon Jana Strangarevic cAcIc & pArtners lAw fIrm Vatroslav Subotic mInIstrY of lABour and pensIon sYstem Ivana Sucevic-Soric melIn Goranka Sumonja Laktic lAktIc & pArtners lAw fIrm Ltd.	Dusanka Simunovic croAtIAn chAmBer of ArchItects Ana-Marija Skoko BArdek, lIsAc, Musec, Skoko D.O.O.	Doing Business 2019: Training for Reform	World Bank Group	2018
19e92555-fc0e-11ed-88fc-93f4be02dfa8	neigbor121.txt	This project continues to develop and is planned for development in the next 5 years.	This project continues to develop and is planned for development in the next 5 years .	High cost for social entities. Owing to further development of their platform, they will be able to support people detection and taking accurate body temperature measurements using low-cost thermal camera units, thus creating a revolutionary solution based on their software at an affordable price. They welcome partners in telecommunication operations wishing to offer thermal surveillance solutions to their customers, developed by Rostelecom. Also, manufacturers of thermal surveillance equipment. This project continues to develop and is planned for development in the next 5 years.	This project continues to develop and is planned for development in the next 5 years.	The Coronavirus (COVID-19) Response – ICT Case Repository	WSIS Stocktaking	2020
19e92556-fc0e-11ed-88fc-93f4be02dfa8	neigbor15.txt	They can be broadly categorized as being in sociocultural, civic-political or economic domains (see text box for definitions).	They can be broadly categorized as being in sociocultural , civic-political or economic domains ( see text box for definitions ) .	"To contribute means to give something - money, time, ideas, labour, material goods - in order to achieve something with other people.8 Outside of personal relationships, such as those with family and friends, and in the context of sociology and social change theory, ""contributions"" are part of broader interactions and engagement with individuals, groups and institutions in society. In other words, contributions occur as part of broader structural settings and social processes that support and shape societies. They can be broadly categorized as being in sociocultural, civic-political or economic domains (see text box for definitions)."	They can be broadly categorized as being in sociocultural, civic-political or economic domains (see text box for definitions).	WORLD MIGRATION REPORT 2020	International Organization for Migration (IOM)	2019
19e92557-fc0e-11ed-88fc-93f4be02dfa8	neigbor116.txt	Creating a university technology commercialisation programme: confronting conflicts between learning, discovery and commercialisation goals.	Creating a university technology commercialisation programme : confronting conflicts between learning , discovery and commercialisation goals .	Meyer, A. D., Aten, K., Krause, A. J. & Metzger, m. L. 2011. Creating a university technology commercialisation programme: confronting conflicts between learning, discovery and commercialisation goals. International Journal of Entrepreneurship and Innovation Management, 13, 179-198.	Creating a university technology commercialisation programme: confronting conflicts between learning, discovery and commercialisation goals.	Entrepreneurship in Education: What, Why, When, How	Martin Lackéus	2015
19e92558-fc0e-11ed-88fc-93f4be02dfa8	neigbor30.txt	The Footprint is exceptionally effective in building an understanding of the relevance of ecological limits, as well as instrumental for educational work.	The Footprint is exceptionally effective in building an understanding of the relevance of ecological limits , as well as instrumental for educational work .	"If current trends continue, things will definitely not get easier. We are entering a period beyond oil scarcity: most resources humanity depends on might get tighter, including food and water. Resource distribution and good stewardship of natural assets will become a central challenge of the 21st Century. Countries and cities that prepare themselves for resource scarcity will be the winners. In contrast, countries and regions that possess scant natural resources and lack the economic resources will eventually face serious threats to their well-being, particularly if they have not curbed their resource dependence. Footprint analyses open new horizons and approaches to problem-solving. Against this backdrop the tool is, above all, useful for development cooperation. The Footprint is exceptionally effective in building an understanding of the relevance of ecological limits, as well as instrumental for educational work. For example, when students compare the average per capita Footprint of someone living in Germany or the USA to that of someone living in Mali or India, there will be inevitable questions and in-depth discussions. For many, the complex interactions emerging from globalization are made comprehensible for the first time via the Footprint. Footprint accounting is about charting a course for governments, corporations, cities and individuals. It is about priorities and, ultimately, about questions of how to live well. Following the guideline of ""living well within the means of one planet"", the Footprint does not divide the world into good and evil, and does not moralize. Instead, it simply informs us about who is consuming how much of the planet's ecological services, and how much is available where. This view of the world has proven to be sufficient for raising central questions and sparking the conversations that are needed to reverse current trends. ""The Ecological Footprint is one of the most important environmental concepts in currency today, with virtually unlimited educa tion al and practical implica tion s."" edward O. Wilson, Evolutionary biologist and Harvard professor emeritus Part 1 Introduction, overview, structure ."	The Footprint is exceptionally effective in building an understanding of the relevance of ecological limits, as well as instrumental for educational work.	A big foot on small planet? accounting with the ecological footprint. Succeeding in a world with growing resource constraints	Thora Amend, Bree Barbeau, Bert Beyers, Susan Burns, Stefanie Eißing, Andrea Fleischhauer, Barbara Kus, Pati Poblete	2010
19e92559-fc0e-11ed-88fc-93f4be02dfa8	neigbor164.txt	Violence against women 143 ing violence and prevailing social norms in different contexts.	Violence against women 143 ing violence and prevailing social norms in different contexts .	Violence against women 143 ing violence and prevailing social norms in different contexts. Finally, data on violence against women from other sources for selected countries, including those based on victimization surveys, are presented (alphabetically) in dedicated tables.	Violence against women 143 ing violence and prevailing social norms in different contexts.	The World’s Women 2015: Trends and Statistics	United Nations	2015
19e9255a-fc0e-11ed-88fc-93f4be02dfa8	neigbor15.txt	This would require an evidence-informed, intersectoral, participatory approach, the development and adoption of an accountability framework, and centring of global health diplomacy.	This would require an evidence-informed , intersectoral , participatory approach , the development and adoption of an accountability framework , and centring of global health diplomacy .	At regional levels, consultative processes to support the development of coordinated approaches to migration and health are needed. This could be achieved through integrating health into existing regional consultative processes on migration and development, and should include collaborations for disease surveillance and 56 IOM, 2017c; Wolffers, Verghis and Marin, 2003. 57 The Migration Health and Development Research Initiative (MHADRI) Available at https://mhadri.org/ (accessed 25 July 2019)) is a recently established global research network that seeks to address these issues and promote shared research activities and approaches in migration health. 58 IOM, 2017c; Wickramage et al., 2018b. 59 IOM, 2017c; WHO, 2010b, 2017, 2019; World Health Assembly, 2008, 2017. 228 Migration and health: Current issues, governance and knowledge gaps interventions to support continuity of care across national borders. To operationalize these suggestions, States should consider identifying a national focal point that can drive the development of a national migration and health policy, and lead engagements at regional and global levels. This would require an evidence-informed, intersectoral, participatory approach, the development and adoption of an accountability framework, and centring of global health diplomacy. By investing in evidence-informed interventions, States will be better equipped to develop responses to migration and health at the local, regional and global levels. This will have positive impacts on the health of individual migrants, support efforts to achieve UHC by 2030, and - ultimately - ensure that individuals, communities and States can access the social and economic development benefits associated with healthy migration. 230 children and unsafe migration Jacqueline Bhabha Guy Abel 231world Migration report 2020 8 children and unsafe Migration1 .	This would require an evidence-informed, intersectoral, participatory approach, the development and adoption of an accountability framework, and centring of global health diplomacy.	WORLD MIGRATION REPORT 2020	International Organization for Migration (IOM)	2019
19e9255b-fc0e-11ed-88fc-93f4be02dfa8	neigbor15.txt	Silver, H. 2015 the contexts of social inclusion.	Silver , H. 2015 the contexts of social inclusion .	Silver, H. 2015 the contexts of social inclusion. United Nations Department of Economic and Social Affairs (UN Desa), working paper No. 144, St/ESA/2015/EWP/144. 437world Migration Report 2020 Somers, T. 2018 multilingualism for Europeans, monolingualism for immigrants? Towards policy-based inclusion of immigrant minority language students in content and language integrated learning (CLIL). European Journal of Language Policy, 10(2):203-228.	Silver, H. 2015 the contexts of social inclusion.	WORLD MIGRATION REPORT 2020	International Organization for Migration (IOM)	2019
19e9255c-fc0e-11ed-88fc-93f4be02dfa8	neigbor22.txt	The specific objectives of this guideline are to: * provide gender-sensitive recommendations in the areas of CHW selection, education, continuing training, linkage with other health workers, management, supervision, performance enhancement, incentives, remuneration, governance, health system integration and community embeddedness; * identify relevant contextual elements and implementation and evaluation considerations at the policy and system levels; * suggest tools to support the uptake of the recommendations at the country level in the context of the planning and implementation of CHW programmes; * identify priority evidence gaps to be addressed through further research.	The specific objectives of this guideline are to : * provide gender-sensitive recommendations in the areas of CHW selection , education , continuing training , linkage with other health workers , management , supervision , performance enhancement , incentives , remuneration , governance , health system integration and community embeddedness ; * identify relevant contextual elements and implementation and evaluation considerations at the policy and system levels ; * suggest tools to support the uptake of the recommendations at the country level in the context of the planning and implementation of CHW programmes ; * identify priority evidence gaps to be addressed through further research .	"The specific objectives of this guideline are to: * provide gender-sensitive recommendations in the areas of CHW selection, education, continuing training, linkage with other health workers, management, supervision, performance enhancement, incentives, remuneration, governance, health system integration and community embeddedness; * identify relevant contextual elements and implementation and evaluation considerations at the policy and system levels; * suggest tools to support the uptake of the recommendations at the country level in the context of the planning and implementation of CHW programmes; * identify priority evidence gaps to be addressed through further research. 4.1 Goal and objectives 4.2 Types of health workers covered by this guideline Unclear nomenclature and classification complicate the policy discourse on CHWs: the term ""community health workers"" is often used in a non-specific way, referring to a diverse typology of lay and educated, formal and informal, paid and unpaid health workers. The official definition of community health workers in the International Labour Organization (ILO) International Standard Classification of Occupations (ISCO) refers to community health workers as a distinct occupational group (ISCO 3253) within the associate health professionals category (Box 1). WHO guideline on health policy and system support to optimize community health worker programmes22 Lead statement Community health workers provide health education and referrals for a wide range of services, and provide support and assistance to communities, families and individuals with preventive health measures and gaining access to appropriate curative health and social services. They create a bridge between providers of health, social and community services and communities that may have difficulty in accessing these services."	The specific objectives of this guideline are to: * provide gender-sensitive recommendations in the areas of CHW selection, education, continuing training, linkage with other health workers, management, supervision, performance enhancement, incentives, remuneration, governance, health system integration and community embeddedness; * identify relevant contextual elements and implementation and evaluation considerations at the policy and system levels; * suggest tools to support the uptake of the recommendations at the country level in the context of the planning and implementation of CHW programmes; * identify priority evidence gaps to be addressed through further research.	WHO guideline on health policy and system support to optimize community health worker programmes	World Health Organization	2018
19e9255d-fc0e-11ed-88fc-93f4be02dfa8	neigbor15.txt	International Migration, 56(2):133-145.	International Migration , 56 ( 2 ) :133 -145 .	Pineteh, E.A. 2018 Spatial contestation, victimisation and resistance during xenophobic violence: The experiences of Somali migrants in post-Apartheid South Africa. International Migration, 56(2):133-145. 406 References Poulain, m., N. Perrin and A. Singleton (EDS.) 2006 Thesim: Towards harmonised European statistics on international migration. Presses Universitaires de Louvain, Louvain.	International Migration, 56(2):133-145.	WORLD MIGRATION REPORT 2020	International Organization for Migration (IOM)	2019
19e9255e-fc0e-11ed-88fc-93f4be02dfa8	neigbor187.txt	This program includes the following elements: * hybrid rice development and use, * rice integrated crop management, * inland-valley swamp development and use, * New Rice for Africa (NERICAs), * prospering with rice, and * support to the Special Programme on Food Security.	This program includes the following elements : * hybrid rice development and use , * rice integrated crop management , * inland-valley swamp development and use , * New Rice for Africa ( NERICAs ) , * prospering with rice , and * support to the Special Programme on Food Security .	During the 1990s, member countries of the Commission and international institutions including FAO itself approved and funded nine technical cooperation projects in support of the Commission's work. The Commission's major recommendations are implemented by the Rice Development Programme in collaboration with national and international institutions and agencies. This program includes the following elements: * hybrid rice development and use, * rice integrated crop management, * inland-valley swamp development and use, * New Rice for Africa (NERICAs), * prospering with rice, and * support to the Special Programme on Food Security.	This program includes the following elements: * hybrid rice development and use, * rice integrated crop management, * inland-valley swamp development and use, * New Rice for Africa (NERICAs), * prospering with rice, and * support to the Special Programme on Food Security.	Rice Almanac: Source Book for the Most Important Economic Activity on Earth	J.L. Maclean, D.C. Dawe, B. Hardy, and G.P. Hettel	2002
19e9255f-fc0e-11ed-88fc-93f4be02dfa8	neigbor243.txt	UGA04U: Development of Peanut Post-harvest Handling and Processing Technologies for the Food Industry This project is one of the most prolific projects in the Peanut CRSP portfolio.	UGA04U : Development of Peanut Post-harvest Handling and Processing Technologies for the Food Industry This project is one of the most prolific projects in the Peanut CRSP portfolio .	UGA04U: Development of Peanut Post-harvest Handling and Processing Technologies for the Food Industry This project is one of the most prolific projects in the Peanut CRSP portfolio. An impact study carried out in collaboration with NCSU Investigators (NCS07) and host country collaborating institutions, showed significant benefits to consumers of Vitamin A-fortified peanut butter and safe aflatoxin-free peanut-based products. Industry innovators that were originally involved in processing these products increased their share of the local and export markets (to U.S.). The UGA Principal Investigator is commended for developing the successful Industry Incubator Model for technology transfer involving the private food industry and other key stakeholders. This model could be used, with appropriate modifications, in other countries. U.S. principal investigator Dr. Anna Resurreccion University of Georgia, Griffin, Georgia Co-PI Dr. Manjeet Chinnan University of Georgia, Griffin, Georgia Co-PI Dr. Larry Beuchat University of Georgia, Griffin, Georgia HC Principal investigator Dr. Alicia Lustre Food Development Center/National Food Authority, Manila, Philippines Co-PI Dr. Flor Galvez and Prof. Leonora Francisco University of the Philippines at Diliman, Quezon City, Philippines Co-PI Dr. Lutgarda Palomar and Prof. Lucy Palomar (2003) Leyte State University, Baybay, Leyte, Philippines host country: Philippines .	UGA04U: Development of Peanut Post-harvest Handling and Processing Technologies for the Food Industry This project is one of the most prolific projects in the Peanut CRSP portfolio.	The Peanut Collaborative Research Support Program (PCRSP)	Dely Gapasin, John Cherry, John Gilbert, Ron Gibbons, Geoff Hildebrand, Darrell Nelson, Howard Valentine, Handy Williamson	2005
19e92560-fc0e-11ed-88fc-93f4be02dfa8	neigbor15.txt	Bailey, J.P. 1979 Inmigracion y relaciones etnicas: Los Ingleses en la Argentina.	Bailey , J.P. 1979 Inmigracion y relaciones etnicas : Los Ingleses en la Argentina .	Bailey, J.P. 1979 Inmigracion y relaciones etnicas: Los Ingleses en la Argentina. Desarollo Economico, 18(72):539-558.	Bailey, J.P. 1979 Inmigracion y relaciones etnicas: Los Ingleses en la Argentina.	WORLD MIGRATION REPORT 2020	International Organization for Migration (IOM)	2019
19e92561-fc0e-11ed-88fc-93f4be02dfa8	neigbor13.txt	Throughout this report, other food products and live animals; beverages and tobacco; animal and vegetable oils, fats and waxes; oilseeds and oleaginous fruit are referred to as other food products; electronic data processing and office equipment is referred to as EDP and office equipment; and integrated circuits and electronic components is referred to as integrated circuits.	Throughout this report , other food products and live animals ; beverages and tobacco ; animal and vegetable oils , fats and waxes ; oilseeds and oleaginous fruit are referred to as other food products ; electronic data processing and office equipment is referred to as EDP and office equipment ; and integrated circuits and electronic components is referred to as integrated circuits .	Throughout this report, other food products and live animals; beverages and tobacco; animal and vegetable oils, fats and waxes; oilseeds and oleaginous fruit are referred to as other food products; electronic data processing and office equipment is referred to as EDP and office equipment; and integrated circuits and electronic components is referred to as integrated circuits.	Throughout this report, other food products and live animals; beverages and tobacco; animal and vegetable oils, fats and waxes; oilseeds and oleaginous fruit are referred to as other food products; electronic data processing and office equipment is referred to as EDP and office equipment; and integrated circuits and electronic components is referred to as integrated circuits.	World Trade Statistical Review 2019	Barbara d’Andrea-Adrian, Alejandra Barajas Barbosa, Lori Chang, Christophe Degain, Florian Eberth, Antonella Liberatore, Kathryn Lundquist	2019
19e92562-fc0e-11ed-88fc-93f4be02dfa8	neigbor119.txt	Retrieve from http://www.thedailystar.net/newDesign/news-details.php?nid=199463 Appendix-1 This survey questionnaire is designed for Bangla medium primary school students in Bangladesh.	Retrieve from http://www.thedailystar.net/newDesign/news-details.php?nid=199463 Appendix-1 This survey questionnaire is designed for Bangla medium primary school students in Bangladesh .	Macome, E. (2002). Methodology and procedure. Retrieve from Http://upetd.up.ac.za/thesis/submitted/etd-02192003-161649/unrestricted/03chapter3.pdf Nath, R. S. (2006, December). Private supplementary tutoring among primary stydents in Bangladesh. Brac Research and Evaluation Division. Retrieve from http://www.bracresearch.org/reports/Private_Supplementary.pdf Nath, R. S. (2011, August 21). Private tutoring. The daily Star. Retrieve from http://www.thedailystar.net/newDesign/news-details.php?nid=199463 Appendix-1 This survey questionnaire is designed for Bangla medium primary school students in Bangladesh. This survey aims to explore the necessity as well as positive effectiveness of private tutoring for Bangla medium young learners in Bangladesh.	Retrieve from http://www.thedailystar.net/newDesign/news-details.php?nid=199463 Appendix-1 This survey questionnaire is designed for Bangla medium primary school students in Bangladesh.	Reasons and necessity of Private tutoring in English for Bangla medium primary school students in Bangladesh	Samia Manzoor, Firdous Azim	2013
19e92563-fc0e-11ed-88fc-93f4be02dfa8	neigbor85.txt	Biodiversity Species richness, species rarity, biomass density, primary productivity, and genetic diversity Provisioning Food, ber, timber, medicines, water, air, etc.	Biodiversity Species richness , species rarity , biomass density , primary productivity , and genetic diversity Provisioning Food , ber , timber , medicines , water , air , etc.	Biodiversity Species richness, species rarity, biomass density, primary productivity, and genetic diversity Provisioning Food, ber, timber, medicines, water, air, etc.	Biodiversity Species richness, species rarity, biomass density, primary productivity, and genetic diversity Provisioning Food, ber, timber, medicines, water, air, etc.	ECOLOGICAL FOOTPRINT ATLAS 2010	Brad Ewing, David Moore, Steven Goldfinger, Anna Oursler, Anders Reed, Mathis Wackernagel, Nora Padula	2010
19e92564-fc0e-11ed-88fc-93f4be02dfa8	neigbor32.txt	Developing countries are now exporting not only traditional services, such as transportation and tourism, but also modern and skill-intensive services, such as financial intermediation, Source: World Development Report 2013 team.	Developing countries are now exporting not only traditional services , such as transportation and tourism , but also modern and skill-intensive services , such as financial intermediation , Source : World Development Report 2013 team .	Jobs are on the move as well. The past four decades have been marked by the outsourcing of manufacturing tasks from industrial countries to the developing world, especially to East Asia (figure 15). More recently, the same pattern is observable for service tasks. In fact, services are the fastest-growing component of global trade. Developing countries are now exporting not only traditional services, such as transportation and tourism, but also modern and skill-intensive services, such as financial intermediation, Source: World Development Report 2013 team.	Developing countries are now exporting not only traditional services, such as transportation and tourism, but also modern and skill-intensive services, such as financial intermediation, Source: World Development Report 2013 team.	World Development Report 2013: Jobs	World Bank	2012
19e92565-fc0e-11ed-88fc-93f4be02dfa8	neigbor144.txt	Nina Stoeva leGAlex lAw offIce Roman Stoyanov Penkov, mArkov & pArtners Donka Stoyanova dImItrov, Petrov & Co.	Nina Stoeva leGAlex lAw offIce Roman Stoyanov Penkov , mArkov & pArtners Donka Stoyanova dImItrov , Petrov & Co.	Nina Stoeva leGAlex lAw offIce Roman Stoyanov Penkov, mArkov & pArtners Donka Stoyanova dImItrov, Petrov & Co.	Nina Stoeva leGAlex lAw offIce Roman Stoyanov Penkov, mArkov & pArtners Donka Stoyanova dImItrov, Petrov & Co.	Doing Business 2019: Training for Reform	World Bank Group	2018
