uuid	file	sentence	tok_sentence	paragraph	trimmed_sent	title	source	year
19e4b369-fc0e-11ed-88fc-93f4be02dfa8	neigbor88.txt	This is the case of Open Foris' Collect Earth Online, used by the Food and Agriculture Organization (FAO) and WRI to monitor restoration at the district level (in Rulindo, Gatsibo and Gicumbi districts) (FAO, 2018).	This is the case of Open Foris ' Collect Earth Online , used by the Food and Agriculture Organization ( FAO ) and WRI to monitor restoration at the district level ( in Rulindo , Gatsibo and Gicumbi districts ) ( FAO , 2018 ) .	Apart from these two systems (FMES and MIS), some standardised FLR monitoring, measurement and evaluation frameworks have been used in Rwanda at the district level. This is the case of Open Foris' Collect Earth Online, used by the Food and Agriculture Organization (FAO) and WRI to monitor restoration at the district level (in Rulindo, Gatsibo and Gicumbi districts) (FAO, 2018).	This is the case of Open Foris' Collect Earth Online, used by the Food and Agriculture Organization (FAO) and WRI to monitor restoration at the district level (in Rulindo, Gatsibo and Gicumbi districts) (FAO, 2018).	Second Bonn Challenge progress report: application of the Barometer in 2018.	Radhika Dave, Carole Saint-Laurent, Lara Murray, Gabriel Antunes Daldegan, Rens Brouwer, Leander Raes, Silvio Simonit, Marisete Catapan, Gerardo García Contreras, Alain Ndoli, Charles Karangwa, Naalin Perera, Swati Hingorani, Tim Pearson	2019
19e4b36a-fc0e-11ed-88fc-93f4be02dfa8	neigbor169.txt	There is a slight decrease in the share of firms in primary sectors, picked up by manufacturing firms.	There is a slight decrease in the share of firms in primary sectors , picked up by manufacturing firms .	Increases in the number of firms appear to be driven by the entry of smaller firms, as seen in the declining shares of normal firms and foreign firms. However, measured by the share of firms, the structure of the formal sector has not changed significantly. There is a slight decrease in the share of firms in primary sectors, picked up by manufacturing firms.	There is a slight decrease in the share of firms in primary sectors, picked up by manufacturing firms.	Cote d'Ivoire Jobs Diagnostic: Employment, Productivity, and Inclusion for Poverty Reduction	Luc Christiaensen, Patrick Premand	2017
19e4b36b-fc0e-11ed-88fc-93f4be02dfa8	neigbor254.txt	Informal sector Part of economy consisting of small competitive individual or family firms listed in the labor indicators.	Informal sector Part of economy consisting of small competitive individual or family firms listed in the labor indicators .	Terms Definition to reproduce labor power. Informal sector Part of economy consisting of small competitive individual or family firms listed in the labor indicators. According to the definition of ILO, those engaged in this sector have simple technology, insufficient amount of capital, unidentified business location, minimum number of employees (or none of them), lack of legality and registration, and no capability of bookkeeping. Microfinance This is a small-scale financing system for low-income people and small businesses to increase the income of the poor through provision of opportunities to enjoy financial services such as petty loans, savings and insurance. It is often targeted at female farmers in rural areas as typified by the Grameen Bank in Bangladesh . Non-formal education This refers to educational activities developed to provide lifelong learning opportunities, literacy education and life-skills education in addition to formal school education. Normally, it targets people, whether adults or children, who have not received any school education or insufficient education (in quality). Typically, the content, scale, target and implementation methods vary Millennium development goal The MDGs are composed of 8 goals. These goals were established by incorporating the UN Millennium Declaration and international development goals adopted at major international meetings and summits held in 1990s into a larger common framework. The Millennium Declaration was adopted at the UN Millennium Summit held in September 2000 to present a clear vision of the role of the United Nations in the 21st century on the themes of peace and safety, development and poverty, the environment, human rights, good governance and special needs of African countries. <Indicators> Terms Definition Gini index Aggregate numerical measures of income inequality ranging from 0 to 100. A Gini index of zero represents absolute equality, while an index of 100 implies absolute inequality.	Informal sector Part of economy consisting of small competitive individual or family firms listed in the labor indicators.	Country Gender Profile: Côte d’Ivoire	Japan International Cooperation Agency	2013
19e4b36c-fc0e-11ed-88fc-93f4be02dfa8	neigbor32.txt	Olivieri, Jaime Saavedra Chanduvi, and Hernan Winkler.	Olivieri , Jaime Saavedra Chanduvi , and Hernan Winkler .	"Olivieri, Jaime Saavedra Chanduvi, and Hernan Winkler. 2012. ""Is labor income responsible for poverty reduction? A decomposition approach."" Background paper for the WDR 2013."	Olivieri, Jaime Saavedra Chanduvi, and Hernan Winkler.	World Development Report 2013: Jobs	World Bank	2012
19e4b36d-fc0e-11ed-88fc-93f4be02dfa8	neigbor100.txt	UIS (UNESCO Institute for Statistics).	UIS ( UNESCO Institute for Statistics ) .	UIS (UNESCO Institute for Statistics). More than One-Half of children and adolescents are not learning worldwide. Montreal: UNESCO Institute for Statistics, 2017. http://uis.unesco.org/sites/default/ files/documents/fs46-more-than-half-children-not-learningen-2017.pdf. ------. SDG 4 Data Digest 2018: Data to nurture learning. New York: UNESCO, 2018. http://uis.unesco.org/en/news/launch-sdg-4-datadigest-data-nurture-learning.	UIS (UNESCO Institute for Statistics).	Results Report 2019	Global Partnership for Education	2019
19e4b36e-fc0e-11ed-88fc-93f4be02dfa8	neigbor22.txt	Public Health Research No. 1.4.	Public Health Research No. 1.4 .	Exploring the role of community engagement in improving the health of disadvantaged populations: a systematic review. Global health action. 2015;8:29842. 190. O'Mara-Eves A, Brunton G, McDaid D, Oliver S, Kavanagh J, Jamal F et al. Community engagement to reduce inequalities in health: a systematic review, meta-analysis and economic analysis. Public Health Research No. 1.4. Nihr Journals Library; 2013. 191. O'Mara-Eves A, Brunton G, Oliver S, Kavanagh J, Jamal F, Thomas J. The effectiveness of community engagement in public health interventions for disadvantaged groups: a meta-analysis. BMC public health. 2015;15:129. 192. Sarrami-Foroushani P, Travaglia J, Debono D, Braithwaite J. Key concepts in consumer and community engagement: a scoping meta-review. BMC Health Services Research. 2014;14:250. 193. Hood NE, Brewer T, Jackson R, Wewers me. Survey of community engagement in NIH-funded research. Clinical and translational science. 2010;3(1):19-22. 194. Newman Pa, Lacombe-Duncan a, Tephan s, de Lind Van Wijngaarden JW. Systematic reviews to inform guidelines on health policy and system support to optimise community health worker programmes. Pico 1. In the context of practicing community health worker (CHW) programmes, are community engagement strategies effective in improving CHW program performance and utilisation? Draft. Centre for evidence and implementation; 2017.	Public Health Research No. 1.4.	WHO guideline on health policy and system support to optimize community health worker programmes	World Health Organization	2018
19e4b36f-fc0e-11ed-88fc-93f4be02dfa8	neigbor164.txt	Three main areas are covered: politics and governance, the media, and the private sector.	Three main areas are covered : politics and governance , the media , and the private sector .	This chapter provides an assessment of the current situation in the participation of women and men in positions of power and decision-making across the world, as well as trends over the past two decades. Three main areas are covered: politics and governance, the media, and the private sector.	Three main areas are covered: politics and governance, the media, and the private sector.	The World’s Women 2015: Trends and Statistics	United Nations	2015
19e4b370-fc0e-11ed-88fc-93f4be02dfa8	neigbor15.txt	Edward Elgar, Cheltenham, pp.369-380.	Edward Elgar , Cheltenham , pp.369-380 .	Watters, C. and I. Delyn 2018 Wellbeing: Refugee children's psychosocial wellbeing and mental health. In: Research Handbook on Child Migration (J. Bhabha, J., Kanics and D.H. Senovilla, EDS.). Edward Elgar, Cheltenham, pp.369-380. 457world Migration Report 2020 Chapter 9 Achandi E.L., G. Mujawamariya, A.R. Agboh-Noameshie, S. Gebremariam, N. Rahalivavololona and J. Rodenburg 2018 Women's access to agricultural technologies in rice production and processing hubs: A comparative analysis of Ethiopia, Madagascar and Tanzania. Journal of Rural Studies, 60:188-198.	Edward Elgar, Cheltenham, pp.369-380.	WORLD MIGRATION REPORT 2020	International Organization for Migration (IOM)	2019
19e4b371-fc0e-11ed-88fc-93f4be02dfa8	neigbor243.txt	Recently, he was instrumental in the development of a Nutragrain Bar made with bean paste fitting the sensory and nutritional needs of the peoples of Honduras, Central America.	Recently , he was instrumental in the development of a Nutragrain Bar made with bean paste fitting the sensory and nutritional needs of the peoples of Honduras , Central America .	The U.S.A. Principal Investigator's concept of addressing the objectives of the PUR10 project via singlemulti-center studies, a team concept has resulted with the three partnering institutions, Purdue University in U.S.A, the Food Technology Institute in Ghana, and Viscosa University in Brazil. In these Project PUR10U - 128 - countries, close relationships have been developed with consumers who participate in the studies as Subjects and benefit from the learning experience about their personal health relative to diet and nutrition. In Accra, Ghana, researchers have developed a partnership between the Food Research Institute and the Noguchi Memorial Institute for Medical Research. The partnership is helping to understand the nutritional needs of populations in three parts of the world, North America, South America and West Africa. Much of the nutrition technology coming from these studies show our problems and ways to overcome them are similar, at least in these three parts of the world. It is noted that the Purdue University Administrators are strong supporters of international programs. Peanut CRSP is a highly regarded program at the university, and the U.S.A. Principal Investigator (Dr. Richard Mattes), is highly regarded by his colleagues. He is a collaborating scientist on three CRSP programs (Peanut, Bean-Cowpea, and Sorghum-Millet). Dr. Mattes brings his nutrition expertise to these programs and a number of University Departments as he serves on key committees. Recently, he was instrumental in the development of a Nutragrain Bar made with bean paste fitting the sensory and nutritional needs of the peoples of Honduras, Central America.	Recently, he was instrumental in the development of a Nutragrain Bar made with bean paste fitting the sensory and nutritional needs of the peoples of Honduras, Central America.	The Peanut Collaborative Research Support Program (PCRSP)	Dely Gapasin, John Cherry, John Gilbert, Ron Gibbons, Geoff Hildebrand, Darrell Nelson, Howard Valentine, Handy Williamson	2005
19e4b372-fc0e-11ed-88fc-93f4be02dfa8	neigbor63.txt	Kennedy, S. (2015), made in China 2025, critical questions, Center for Strategic and International Studies, 1 June, www.csis.org/analysis/made-china-2025.	Kennedy , S. ( 2015 ) , made in China 2025 , critical questions , Center for Strategic and International Studies , 1 June , www.csis.org/analysis/made-china-2025 .	Kennedy, S. (2015), made in China 2025, critical questions, Center for Strategic and International Studies, 1 June, www.csis.org/analysis/made-china-2025.	Kennedy, S. (2015), made in China 2025, critical questions, Center for Strategic and International Studies, 1 June, www.csis.org/analysis/made-china-2025.	China's Belt and Road Initiative in the Global Trade, Investment and Finance Landscape	OECD	2019
19e4b373-fc0e-11ed-88fc-93f4be02dfa8	neigbor97.txt	These Ecology and Society 22(4): 3 https://www.ecologyandsociety.org/vol22/iss4/art3/ mechanisms include damage to crops, livestock, and productive farm assets, (Carter et al. 2007, Eriksen and Silva 2009, Thornton et al. 2009, Lobell et al. 2011, Barrett and Santos 2014, Silva and Matyas 2014, Birthal et al. 2015) and also influencing behavior where farmers adopt low-risk but low-return agricultural technologies or alter investment in human capital (Dercon and Christiaensen 2011, Mottaleb et al. 2013).	These Ecology and Society 22 ( 4 ) : 3 https://www.ecologyandsociety.org/vol22/iss4/art3/ mechanisms include damage to crops , livestock , and productive farm assets , ( Carter et al. 2007 , Eriksen and Silva 2009 , Thornton et al. 2009 , Lobell et al. 2011 , Barrett and Santos 2014 , Silva and Matyas 2014 , Birthal et al. 2015 ) and also influencing behavior where farmers adopt low-risk but low-return agricultural technologies or alter investment in human capital ( Dercon and Christiaensen 2011 , Mottaleb et al. 2013 ) .	The mechanisms through which climate hazards have short-and long-term impacts on farmers are well understood. These Ecology and Society 22(4): 3 https://www.ecologyandsociety.org/vol22/iss4/art3/ mechanisms include damage to crops, livestock, and productive farm assets, (Carter et al. 2007, Eriksen and Silva 2009, Thornton et al. 2009, Lobell et al. 2011, Barrett and Santos 2014, Silva and Matyas 2014, Birthal et al. 2015) and also influencing behavior where farmers adopt low-risk but low-return agricultural technologies or alter investment in human capital (Dercon and Christiaensen 2011, Mottaleb et al. 2013). In the Mahanadi Delta, climate hazards cause rice production losses which is problematic because rice is used for household consumption and there is an absence of insurance, reliable off-farm income, and formal credit. These results emphasize that climate hazards can have long-term adverse effects on farming and rural livelihoods.	These Ecology and Society 22(4): 3 https://www.ecologyandsociety.org/vol22/iss4/art3/ mechanisms include damage to crops, livestock, and productive farm assets, (Carter et al. 2007, Eriksen and Silva 2009, Thornton et al. 2009, Lobell et al. 2011, Barrett and Santos 2014, Silva and Matyas 2014, Birthal et al. 2015) and also influencing behavior where farmers adopt low-risk but low-return agricultural technologies or alter investment in human capital (Dercon and Christiaensen 2011, Mottaleb et al. 2013).	Resilience to hazards: rice farmers in the Mahanadi Delta, India	John M. Duncan, Emma L. Tompkins, Jadunandan Dash, Basundhara Tripathy	2017
19e4b374-fc0e-11ed-88fc-93f4be02dfa8	neigbor30.txt	A measure of how much biologically productive land and water an individual, population or activity requires to produce all the resources it consumes and to absorb the waste it generates Cropland Grazing Land Fishing Ground Built-up Land Forest Carbon Footprint total Food Shelter Mobility Goods Services total Part 7 Appendix - Specific Footprint terminology using prevailing technology and resource management practices.	A measure of how much biologically productive land and water an individual , population or activity requires to produce all the resources it consumes and to absorb the waste it generates Cropland Grazing Land Fishing Ground Built-up Land Forest Carbon Footprint total Food Shelter Mobility Goods Services total Part 7 Appendix - Specific Footprint terminology using prevailing technology and resource management practices .	A measure of how much biologically productive land and water an individual, population or activity requires to produce all the resources it consumes and to absorb the waste it generates Cropland Grazing Land Fishing Ground Built-up Land Forest Carbon Footprint total Food Shelter Mobility Goods Services total Part 7 Appendix - Specific Footprint terminology using prevailing technology and resource management practices. The Ecological Footprint is usually measured in global hectares. Because trade is global, a country's Footprint can include land areas from different locations on the planet.	A measure of how much biologically productive land and water an individual, population or activity requires to produce all the resources it consumes and to absorb the waste it generates Cropland Grazing Land Fishing Ground Built-up Land Forest Carbon Footprint total Food Shelter Mobility Goods Services total Part 7 Appendix - Specific Footprint terminology using prevailing technology and resource management practices.	A big foot on small planet? accounting with the ecological footprint. Succeeding in a world with growing resource constraints	Thora Amend, Bree Barbeau, Bert Beyers, Susan Burns, Stefanie Eißing, Andrea Fleischhauer, Barbara Kus, Pati Poblete	2010
19e4b375-fc0e-11ed-88fc-93f4be02dfa8	neigbor100.txt	When the Global Partnership for Education (GPE) adopted GPE 2020, its strategy for 2016-2020, partners chose to tackle the learning crisis head-on by focusing on education quality and equity.	When the Global Partnership for Education ( GPE ) adopted GPE 2020 , its strategy for 2016-2020 , partners chose to tackle the learning crisis head-on by focusing on education quality and equity .	Indicator performance Insufficient data Annual milestone met Annual milestone not met - - - - NN N N N *See detailed graphics, including trends over recent years and disaggregation by gender and fragility and conflict, for each indicator at the beginning of the chapters. When the Global Partnership for Education (GPE) adopted GPE 2020, its strategy for 2016-2020, partners chose to tackle the learning crisis head-on by focusing on education quality and equity. This Results Report 2019, the third for the current strategy, shows that GPE is making important headway toward improving learning for all children. More children are entering and completing school across partner countries, and there is encouraging progress in learning. Partners are working together to build a strong and sustainable foundation for learning, with improvements in sector planning and increased investments in data and learning assessment systems. Going forward, to be transformative these efforts need to be bolstered by consistent and inclusive monitoring of progress, as well as increased and better use of existing national systems. Inequity is a global challenge that goes beyond our sector and requires significant attention. Education gaps based on wealth and geographic location are still wide but narrowing, while the gap between girls and boys remains steady. This report provides valuable insight into where partners must focus resources to go that extra mile to make sure education systems meet the needs of the most marginalized children and break down the barriers keeping them out of school or not learning. Focusing on those left furthest behind is not just the right thing to do, but also the best way to improve overall learning outcomes and reduce inefficiency.	When the Global Partnership for Education (GPE) adopted GPE 2020, its strategy for 2016-2020, partners chose to tackle the learning crisis head-on by focusing on education quality and equity.	Results Report 2019	Global Partnership for Education	2019
19e4b376-fc0e-11ed-88fc-93f4be02dfa8	neigbor139.txt	December 2019 | FINANCE & DEVELOPMENT 65 The back of the new pound50 note will feature photos of Turing and an early computer developed using his designs, along with technical drawings and mathematical formulas from his 1936 paper, credited with laying the foundations for computer science.	December 2019 | FINANCE & DEVELOPMENT 65 The back of the new pound50 note will feature photos of Turing and an early computer developed using his designs , along with technical drawings and mathematical formulas from his 1936 paper , credited with laying the foundations for computer science .	"December 2019 | FINANCE & DEVELOPMENT 65 The back of the new pound50 note will feature photos of Turing and an early computer developed using his designs, along with technical drawings and mathematical formulas from his 1936 paper, credited with laying the foundations for computer science. of ""gross indecency"" for a private relationship and had his government security clearance revoked, effectively putting an end to his career. To avoid prison, he submitted to chemical castration. Turing's death soon after, at the age of 41, was ruled a suicide."	December 2019 | FINANCE & DEVELOPMENT 65 The back of the new pound50 note will feature photos of Turing and an early computer developed using his designs, along with technical drawings and mathematical formulas from his 1936 paper, credited with laying the foundations for computer science.	The Economics of Climate Change – IMF F&D | December 2019	Christine Lagarde, Felix Suntheim, Sena Oztosun, Lyndsay Walsh, Denise Marín, Ashlin Mathew, Patrick R. P. Heller, Mina Mashayekhi, José Antonio Ocampo, Melinda Weir	2019
