uuid	file	sentence	tok_sentence	paragraph	trimmed_sent	title	source	year
19d6fd54-fc0e-11ed-88fc-93f4be02dfa8	neigbor243.txt	Four agricultural extension students (all women) at Makerere University were trained on gender and health education issues.	Four agricultural extension students ( all women ) at Makerere University were trained on gender and health education issues .	Non-degree training in Senegal: Some students from ENEA were trained on qualitative research methodologies. A total of 40 NGO members were trained in matters related to health education methodologies and gender. Non-degree training in Uganda: The following persons benefited from training carried out by the project: 1. Four agricultural extension students (all women) at Makerere University were trained on gender and health education issues. A female M.S. student was trained in ethnographical methodologies, qualitative data analysis, and thesis writing. 2. The Host Country Project Investigator (male) was trained on administrative and accounting skills. 3. Three agricultural extension workers (all males) were trained on how to train farmers to reduce aflatoxin contamination. 4. Two health supervisors (both men) and eight health workers (six women and two men) were trained on health and gender issues and innovative health education methodologies related to aflatoxin.	Four agricultural extension students (all women) at Makerere University were trained on gender and health education issues.	The Peanut Collaborative Research Support Program (PCRSP)	Dely Gapasin, John Cherry, John Gilbert, Ron Gibbons, Geoff Hildebrand, Darrell Nelson, Howard Valentine, Handy Williamson	2005
19d6fd55-fc0e-11ed-88fc-93f4be02dfa8	neigbor13.txt	The availability of trade finance has become an increasingly important issue in the past few years.	The availability of trade finance has become an increasingly important issue in the past few years .	The availability of trade finance has become an increasingly important issue in the past few years. As international banks have become less willing to provide trade finance guarantees, particularly in developing countries, this has reduced the capacity of local banks to provide credit to businesses wishing to trade, leading to asignificant gap between the demand and supply of trade finance. Small and medium-sized enterprises have been especially hard-hit by this trade finance gap.	The availability of trade finance has become an increasingly important issue in the past few years.	World Trade Statistical Review 2019	Barbara d’Andrea-Adrian, Alejandra Barajas Barbosa, Lori Chang, Christophe Degain, Florian Eberth, Antonella Liberatore, Kathryn Lundquist	2019
19d6fd56-fc0e-11ed-88fc-93f4be02dfa8	neigbor226.txt	The secondary school model is a 2-tier one.	The secondary school model is a 2-tier one .	Country Notes Literacy levels hover around 50% as education stumbles under the burden of Ivory Coast's ongoing civil war and its aftershocks. What follows is a description of a system that once was. The education system comprises of 3 stages, namely primary, secondary and tertiary education, with the rural poor falling away as years passed. The intention is that children enter the former at age 7, and remain there for 6 years, while they learn the basics of the same subjects that children learn everywhere. The secondary school model is a 2-tier one. After the first 4 of 7 years, examinations are held for the certificate of the lower cycle of secondary study, or brevet d'etude du premier cycle. With this in hand, students could go out to work, move on to a college or lycee, or enter a teacher-training institution. Those who remain on at secondary school for the balance of the period are entitled to apply to study at a university, if either of such exist. Literacy levels hover around 50% as education stumbles under the burden of Ivory Coast's ongoing civil war and its aftershocks. What follows is a description of a system that once was.	The secondary school model is a 2-tier one.	A Guide for the Placement and Transcript Evaluation of Foreign-Born Students	Manatee County ESOL/Migrant/Immigrant Programs	2010
19d6fd57-fc0e-11ed-88fc-93f4be02dfa8	neigbor9.txt	Exporting for the Long Term .	Exporting for the Long Term .	Exporting for the Long Term .	Exporting for the Long Term .	A Basic Guide to Exporting, 11th Edition	Doug Barry	2015
19d6fd58-fc0e-11ed-88fc-93f4be02dfa8	neigbor30.txt	Juliane von Mittelstaedt of Spiegel-Online interviewed the UN Special Reporter on the right to food, Olivier de Schutter, on this subject in 2009.	Juliane von Mittelstaedt of Spiegel-Online interviewed the UN Special Reporter on the right to food , Olivier de Schutter , on this subject in 2009 .	"Countries that were dependent on food imports went empty-handed. What should be done in such conditions? In an article entitled ""Buying Farmland Abroad: Outsourcing's Third Wave"", May 21, 2009, The Economist describes a new strategy for a country to secure necessary resources now and in the future. A country buys or leases fertile land in other states, raises grain or other crops for its own population, and ships the harvest back home. Juliane von Mittelstaedt of Spiegel-Online interviewed the UN Special Reporter on the right to food, Olivier de Schutter, on this subject in 2009. The article is titled ""Neocolonialism in Africa: Large investors displace local farmers"" (www.spiegel. de/wirtschaft/0,1518,638435,00.html)."	Juliane von Mittelstaedt of Spiegel-Online interviewed the UN Special Reporter on the right to food, Olivier de Schutter, on this subject in 2009.	A big foot on small planet? accounting with the ecological footprint. Succeeding in a world with growing resource constraints	Thora Amend, Bree Barbeau, Bert Beyers, Susan Burns, Stefanie Eißing, Andrea Fleischhauer, Barbara Kus, Pati Poblete	2010
19d6fd59-fc0e-11ed-88fc-93f4be02dfa8	neigbor88.txt	Resultados del Proceso de Evaluacion de Oportunidades de Restauracion (roam) en La Jurisdiccion de Cornare, Antioquia - Colombia.	Resultados del Proceso de Evaluacion de Oportunidades de Restauracion ( roam ) en La Jurisdiccion de Cornare , Antioquia - Colombia .	Governo do Estado do Espirito Santo (Governo es) (2019). Programa Reflorestar - Prodest. Cidade Alta, Centro: Governo es. www.es.gov.br/programareflorestar. Accessed 15 May 2019. Governo do Estado do Espirito Santo, Secretaria Estadual de Meio Ambiente e Recursos Hidricos. 'Programa Estadual de Ampliacao da Cobertura Florestal' [PowerPoint]. https://seag.es.gov.br/Media/ Seag/Documentos/5.%20Reflorestar.pdf. Accessed 15 May 2019. Guidotti, v., Freitas, F.L.M., Sparovek, G., Fernando Guedes Pinto, L., Ha-mamura, C., Carvalho, T. and Cerignoni, F. (2017). 'Numeros Detalhados do Novo Codigo Florestal e suas Implicacoes para os PRAs'. Sustentabilidade em debate 5. Piracicaba, SP, Imaflora, Brazil. www.imaflora.org/downloads/ biblioteca/5925cada05b49_SUSTemDEB_low_web_ links.pdf. Accessed 16 May 2019. Imazon (2017). 'Oportunidades Para Restauracao Florestal no Estado Do Para' [website]. http://imazon.org.br/oportunidades-para-restauracaoflorestal-no-estado-do-para. Accessed 15 May 2019. Infoflr. 'Types of FLR' [website]. https://infoflr.org/ what-flr/types-flr. Accessed 15 May 2019. Isaacs Cubides, P., Marin, W., Betancur, C.A., Sierra, J., Ochoa, v., Correa, C., Aguilar, m., Gomez, m., Franco, M.C., Marin, d., Ramirez, W. and Echeverri, D. (2018). Resumen Ejecutivo. Resultados del Proceso de Evaluacion de Oportunidades de Restauracion (roam) en La Jurisdiccion de Cornare, Antioquia - Colombia. Quito, Ecuador: IUCN South America. International Institute for Sustainable Development (Iisd) (2002). Summary of the International expert Meeting on Forest Landscape Restoration 27-28 February 2002. 1st ed. Vol. 71. International Union for Conservation of Nature (IUCN) (2016). ROAM: Opportunities for restoring degraded forests and landscapes in Cote d'Ivoire. Ouagadougou, Burkina Faso. IUCN (2018a). Forest landscape restoration (FLR) stocktaking for Rwanda: period of 2011-2018. Kigali, Rwanda. IUCN (2018b). Roam: Burundi Sub-National draft. IUCN (2018c). Democratic Republic of Congo, Mangai - 2018 application of the restoration opportunities assessment methodology. IUCN in partnership with the DRC Government. Draft, unpublished. IUCN (2018d). Roam: Mozambique FLR Assessment Sub-national draft.	Resultados del Proceso de Evaluacion de Oportunidades de Restauracion (roam) en La Jurisdiccion de Cornare, Antioquia - Colombia.	Second Bonn Challenge progress report: application of the Barometer in 2018.	Radhika Dave, Carole Saint-Laurent, Lara Murray, Gabriel Antunes Daldegan, Rens Brouwer, Leander Raes, Silvio Simonit, Marisete Catapan, Gerardo García Contreras, Alain Ndoli, Charles Karangwa, Naalin Perera, Swati Hingorani, Tim Pearson	2019
19d6fd5a-fc0e-11ed-88fc-93f4be02dfa8	neigbor231.txt	"Tourism carrying capacity is defined by the World Tourism Organisation (UNWTO) as ""the maximum number of people that may visit a tourist destination at the same time, without causing destruction of the physical, economic, and sociocultural environment and an unacceptable decrease in the quality of visitors' satisfaction."	"Tourism carrying capacity is defined by the World Tourism Organisation ( UNWTO ) as "" the maximum number of people that may visit a tourist destination at the same time , without causing destruction of the physical , economic , and sociocultural environment and an unacceptable decrease in the quality of visitors ' satisfaction ."	"It is also since the previous publication of our biennial Travel & Tourism Competitiveness Report in April 2017, that the term ""overtourism"" has become common currency. Used to depict the negative impact tourism can have on a destination, its residents and visitors alike, and often the result of congestion and overcrowding from poor tourism management, ""overtourism"" can be considered the outcome of destinations exceeding their tourism carrying capacity. Tourism carrying capacity is defined by the World Tourism Organisation (UNWTO) as ""the maximum number of people that may visit a tourist destination at the same time, without causing destruction of the physical, economic, and sociocultural environment and an unacceptable decrease in the quality of visitors' satisfaction."" It is within this context of enormous growth potential, and increasing pressure on tourism infrastructure and services, that travel & tourism competitiveness can be seen simultaneously as a powerful economic growth driver, or a risk to ongoing development of the industry if not managed correctly."	"Tourism carrying capacity is defined by the World Tourism Organisation (UNWTO) as ""the maximum number of people that may visit a tourist destination at the same time, without causing destruction of the physical, economic, and sociocultural environment and an unacceptable decrease in the quality of visitors' satisfaction."	The Travel & Tourism Competitiveness Report 2019: Travel and Tourism at a Tipping Point	Klaus Schwab	2019
19d6fd5b-fc0e-11ed-88fc-93f4be02dfa8	neigbor99.txt	Asset Method Rate (%) Commercial buildings Straight-line 2.5 Industrial buildings* Straight-line 5 Office equipment Declining-balance 10 Motor vehicles Declining-balance 20 Plant and machinery Declining-balance 10 * Toll roads and toll bridges declared to be such under the Toll Roads Act are included in this category.	Asset Method Rate ( % ) Commercial buildings Straight-line 2.5 Industrial buildings * Straight-line 5 Office equipment Declining-balance 10 Motor vehicles Declining-balance 20 Plant and machinery Declining-balance 10 * Toll roads and toll bridges declared to be such under the Toll Roads Act are included in this category .	Asset Method Rate (%) Commercial buildings Straight-line 2.5 Industrial buildings* Straight-line 5 Office equipment Declining-balance 10 Motor vehicles Declining-balance 20 Plant and machinery Declining-balance 10 * Toll roads and toll bridges declared to be such under the Toll Roads Act are included in this category.	Asset Method Rate (%) Commercial buildings Straight-line 2.5 Industrial buildings* Straight-line 5 Office equipment Declining-balance 10 Motor vehicles Declining-balance 20 Plant and machinery Declining-balance 10 * Toll roads and toll bridges declared to be such under the Toll Roads Act are included in this category.	Worldwide Corporate Tax Guide 2020	EY Global	2020
19d6fd5c-fc0e-11ed-88fc-93f4be02dfa8	neigbor30.txt	Drew, Tom (2009) the information: Ecological footprints.	Drew , Tom ( 2009 ) the information : Ecological footprints .	Drew, Tom (2009) the information: Ecological footprints. In: The Financial Times online, 28. February 2009. WWW.FT.COM/CMS/S/2/07C5D230-0154-11DE-8F6E- 000077b07658.html Ecological footprint case stories www.footprintnetwork.org/en/index.php/GFN/page/ Case_stories/ BedZED, residence and office project* Www.zedfactory.com BioRegional* Www.bioregional.com GPT group, shopping centers in Australia* Www.gpt.com.au Masdar City, co* 2-neutral City in the United Arab Emirates Www.masdarcity.ae Ecological Footprint Factbooks www.footprintnetwork.org/en/index.php/GFN/page/ publications * WWF/GFN (2005): Asia-Pacific 2005. The ecological footprint and natural wealth.	Drew, Tom (2009) the information: Ecological footprints.	A big foot on small planet? accounting with the ecological footprint. Succeeding in a world with growing resource constraints	Thora Amend, Bree Barbeau, Bert Beyers, Susan Burns, Stefanie Eißing, Andrea Fleischhauer, Barbara Kus, Pati Poblete	2010
19d6fd5d-fc0e-11ed-88fc-93f4be02dfa8	neigbor15.txt	This information was then mapped against epidemiological data, enabling further analysis of vulnerabilities of travellers along their mobility continuums.	This information was then mapped against epidemiological data , enabling further analysis of vulnerabilities of travellers along their mobility continuums .	IOM, with the support of government authorities and local communities, started mapping crossborder and in-country population flows between Guinea and Mali as early as December 2014. This information was then mapped against epidemiological data, enabling further analysis of vulnerabilities of travellers along their mobility continuums. Similar initiatives were subsequently set up at the Forecariah-Kambia border between Guinea and Sierra Leone, as well as at the Liberia-Sierra Leone border. Mobility mapping has since been expanded to include several sea landing points along the shores of Freetown and Port Loko, as well as internal movement between Kambia and Port Loko Districts in Sierra Leone. In all these locations, health screening and installation of infection prevention control measures were established, boosting the surveillance and response capacity of these three worst-affected countries and their neighbours. A IOM, 2016. B World Bank Group, 2015. 219world Migration report 2020 .	This information was then mapped against epidemiological data, enabling further analysis of vulnerabilities of travellers along their mobility continuums.	WORLD MIGRATION REPORT 2020	International Organization for Migration (IOM)	2019
19d6fd5e-fc0e-11ed-88fc-93f4be02dfa8	neigbor48.txt	Geneva: World Health Organization; 2019.	Geneva : World Health Organization ; 2019 .	Suggested citation. Global tuberculosis report 2019. Geneva: World Health Organization; 2019. Licence: Ccby-nc-sa3.0igo.	Geneva: World Health Organization; 2019.	Global Tuberculosis Report 2019	World Health Organization	2019
19d6fd5f-fc0e-11ed-88fc-93f4be02dfa8	neigbor226.txt	A child can be admitted to school at 6 or 7 years of age.	A child can be admitted to school at 6 or 7 years of age .	Country Notes School education is divided into three levels: primary (4 years), basic (9 years) and secondary (11 years). A child can be admitted to school at 6 or 7 years of age. Primary education is given in primary schools, 1-4 grades in secondary schools and 1 -4 grades in gymnasiums. Basic education is compulsory for all children. It is provided in basic schools, 5-9 classes of secondary schools and 5-9 classes of gymnasiums. At the end of basic education, a Certificate of Basic Education is awarded.9th grade graduates have three possibilities: 1) Third stage of school education (10-11th grades); 2) Vocational/technical establishments; Technicums. In secondary education, pupils continue to study in secondary schools 10-11th grades, grammar schools or lyceums. School-leavers are given a Certificate of Secondary Education.General secondary education is provided by general secondary schools, gymnasiums, lyceums and colleges, as well as in first courses of specialized and technical schools. Gymnasiums provide general secondary education at a higher level. Lyceums provide vocationally-oriented education that completes general secondary education. 3) System of Education: http://www.ibe.unesco.org/fileadmin/user_upload/Publications/WDE/2010/pdf-versions/Belarus.pdf Grade x Belgium Diploma awarded Diploma Van Secundair Onderwijs (Secondary Education Diploma) School year September - July compulsory Education ages 6-18 educational system U.S. equivalent Nursery education (2 1/2 - 6 years old; 3 yrs. In length) nursery; Pre-K; Kindergarten Primary Education - 1st Grade 1st 2nd 2nd 3rd 3rd 4th 4th 5th 5th 6th - Getuigschrift van Lager Onderwijs (Primary Education Certificate) 6th General Secondary Education (Aso);Artistic(KSO);Technical(TSO); Vocational(BSO) i 7th ii 8th iii 9th iv 10th v 11th vi - Diploma van Secundair Onderwijs (Secondary Education diploma) 12th - Standard High School diploma grading scale U.S. equivalent 18-20 90-100 A+ 16-17.9 80-89 A 14-15.9 70-79 B 10-13.9 50-69 C below 10 below 50 F grading remarks *There are differences between the French and Flemish community met Voldoening: Satisfactory; met Onderscheiding: Distinction (70%); met Grote Onderscheiding: High distinction (80%); met Grootste Onderscheiding: Highest distinction (90%).	A child can be admitted to school at 6 or 7 years of age.	A Guide for the Placement and Transcript Evaluation of Foreign-Born Students	Manatee County ESOL/Migrant/Immigrant Programs	2010
19d6fd60-fc0e-11ed-88fc-93f4be02dfa8	neigbor202.txt	Chapter 7 examines ways in which donors have tackled problems of corruption in the primary education sector and lessons are drawn from that experience.	Chapter 7 examines ways in which donors have tackled problems of corruption in the primary education sector and lessons are drawn from that experience .	Joint evaluation of support to Anti-Corruption efforts - Bangladesh 5 1.7. Limitations This visit was the first of the five countries and as such was subject to some testing of data collection approaches, described in Chapter 2. Few preparations at country level were completed before the consultant's team arrived which resulted in some delays while documents were assembled and appointments organised with senior officials, though the team did manage to meet most of the stakeholders they wished to. A visit was made to government and NGO programmes in one district outside Dhaka and the findings have been used to inform the evaluation but are not reported separately. 1.8. Report Structure The report is structured as follows: Chapter 2 describes the methodology used. Chapter 3 then looks at the country context for Bangladesh over the period. This leads to a review of the relevance of donor AC programmes in Chapter 4, where the programmes are examined against the United Nations Convention against Corruption (UNCAC), together with national needs and donor policies. In so far as documented evidence is available or the views of informants can be triangulated, the contribution of these different interventions to broader strategy objectives and key policy themes are also addressed. Chapter 5 looks at how donors have managed their programmes with specific reference to M&E, coordination and alignment with national strategies. In Chapter 6, evidence about the results of the programmes is reviewed with more detailed attention to a number of specific themes. Chapter 7 examines ways in which donors have tackled problems of corruption in the primary education sector and lessons are drawn from that experience. That leads into Chapter 8 where conclusions are identified, followed by broader lessons in Chapter 9 and some recommendations to the commissioning donors in Chapter 10.	Chapter 7 examines ways in which donors have tackled problems of corruption in the primary education sector and lessons are drawn from that experience.	Joint Evaluation of Support to Anti-Corruption Efforts Bangladesh Country Report	Charlotte Vaillant, Deborah Mansfield, Derek Poate, Imran Ahmed, Mozammel Hoque, Zarina Rahman Khan	2011
19d6fd61-fc0e-11ed-88fc-93f4be02dfa8	neigbor243.txt	Hopefully, some of the education and technical transfer techniques are implemented in the host countries.	Hopefully , some of the education and technical transfer techniques are implemented in the host countries .	Host country graduate students have the opportunity to observe the U.S. Cooperative Extension Service and programs. Hopefully, some of the education and technical transfer techniques are implemented in the host countries.	Hopefully, some of the education and technical transfer techniques are implemented in the host countries.	The Peanut Collaborative Research Support Program (PCRSP)	Dely Gapasin, John Cherry, John Gilbert, Ron Gibbons, Geoff Hildebrand, Darrell Nelson, Howard Valentine, Handy Williamson	2005
19d6fd62-fc0e-11ed-88fc-93f4be02dfa8	neigbor104.txt	Qualification in 10 + 2 arts or science examination is also required.	Qualification in 10 + 2 arts or science examination is also required .	Health worker 1.5-2 years No data Meghalaya ANM 2 years Minimum age, 17 years on or before December 31 of the year in which admission is sought; medically fit. Minimum educational requirements shall be 10 + 2 in arts and English core/elective or science or healthcare science. Qualification in 10 + 2 arts or science examination is also required.	Qualification in 10 + 2 arts or science examination is also required.	A Global Profile of Nursing Regulation, Education, and Practice	Journal of Nursing Regulation, Volume 10, Special Issue	2020
19d6fd63-fc0e-11ed-88fc-93f4be02dfa8	neigbor231.txt	New Haven, CT: Yale Center for Environmental Law & Policy, 2018, Https://epi.yale.	New Haven , CT : Yale Center for Environmental Law & Policy , 2018 , Https :// epi.yale .	Source: Source: Wendling, Z.A., J.W. Emerson, D.C. Esty, M.A. Levy, A. De Sherbinin, et Al., 2018 Environmental performance index. New Haven, CT: Yale Center for Environmental Law & Policy, 2018, Https://epi.yale. edu/.	New Haven, CT: Yale Center for Environmental Law & Policy, 2018, Https://epi.yale.	The Travel & Tourism Competitiveness Report 2019: Travel and Tourism at a Tipping Point	Klaus Schwab	2019
