uuid	file	sentence	tok_sentence	paragraph	trimmed_sent	title	source	year
19d27aed-fc0e-11ed-88fc-93f4be02dfa8	neigbor30.txt	Develop ideas, approaches, and rules which could lead to such a situation?	Develop ideas , approaches , and rules which could lead to such a situation ?	What consequences can this have? Some people have been living on land * where livestock is grazed or fields are cultivated. What happens to them when the State leases or sells these areas to foreign investors? South Korea recently acquired 689,000 * ha of land in Sudan. The United Arab Emirates has reserved 400,000 ha in the same country. Libya is growing wheat in Mali. How can low-income countries, which can no longer feed themselves and lack the funds for investing in new agricultural technologies, overcome such problems? In Sudan, investors export 70 percent of * the harvest while, at the same time, the country is the largest recipient of international food donations. Or: Between 2007 and 2011 the World Food Program of the United Nations will spend the same amount for aid deliveries to Ethiopians threatened with hunger as foreign investors have paid for land acquired there. How does this fit with the previous examples? You can see that these situations are complex and the issues are intricately linked. Suppose you have the job, as a negotiator for the United Nations, to create a win-win situation out of this. How can both sides, the investing nations and the nations selling their land, profit from equitable trade agreements? Develop ideas, approaches, and rules which could lead to such a situation? You will enter into negotiations with both parties. Prepare yourself: Which of your suggestions are imperative in the face of an increasingly resource-constrained world? The ideal world is not a Footprint world - an interview with Mathis Wackernagel Part 2 Ecological accounting information. We need accounting systems, not merely for the monetary dimension, but for ecological services as well, so that we can better manage our natural capital. Just like in a business: If the books show that expenditures exceed income, the risk of bankruptcy increases. We need to understand our ecological performance for same reasons as we want to know our financial situation.	Develop ideas, approaches, and rules which could lead to such a situation?	A big foot on small planet? accounting with the ecological footprint. Succeeding in a world with growing resource constraints	Thora Amend, Bree Barbeau, Bert Beyers, Susan Burns, Stefanie Eißing, Andrea Fleischhauer, Barbara Kus, Pati Poblete	2010
19d27aee-fc0e-11ed-88fc-93f4be02dfa8	neigbor9.txt	Required by some countries, usually for certain kinds of manufactured goods.	Required by some countries , usually for certain kinds of manufactured goods .	Required by some countries, usually for certain kinds of manufactured goods. Exporters are required to have the product analyzed and tested by an authorized third party.	Required by some countries, usually for certain kinds of manufactured goods.	A Basic Guide to Exporting, 11th Edition	Doug Barry	2015
19d27aef-fc0e-11ed-88fc-93f4be02dfa8	neigbor13.txt	Exports of transport equipment, specifically automobiles and civil aviation parts, contributed to 8 per cent growth in 2018.	Exports of transport equipment , specifically automobiles and civil aviation parts , contributed to 8 per cent growth in 2018 .	Overtaking Hong Kong (China), France became the Sixthlargest trader. Exports of transport equipment, specifically automobiles and civil aviation parts, contributed to 8 per cent growth in 2018. Due to a decline in exports of precious metals and gold to China, the exports of Hong Kong (China) grew by 3 per cent, the lowest increase among the Asian economies.	Exports of transport equipment, specifically automobiles and civil aviation parts, contributed to 8 per cent growth in 2018.	World Trade Statistical Review 2019	Barbara d’Andrea-Adrian, Alejandra Barajas Barbosa, Lori Chang, Christophe Degain, Florian Eberth, Antonella Liberatore, Kathryn Lundquist	2019
19d27af0-fc0e-11ed-88fc-93f4be02dfa8	neigbor243.txt	A successful effort was carried out to transfer to the Philippine food industry and to Cooperatives and Grassroots Business Organizations (micro-and small-scale enterprises) the improved post-harvest processing and packaging technologies.	A successful effort was carried out to transfer to the Philippine food industry and to Cooperatives and Grassroots Business Organizations ( micro-and small-scale enterprises ) the improved post-harvest processing and packaging technologies .	"The 2001 survey on consumers' preferences in the Philippines showed that peanut butter was the bestliked product; 66% of the families preferred stabilized peanut butter; and over 90% of respondents were willing to pay more (about PhP1) for Vitamin A-fortified peanut butter. Eight new and improved peanut-based products were developed and/or commercialized in the Philippines in partnership with medium-sized private food industry and micro-and small-scale Project UGA04 - 270 - enterprises, mostly owned by women, and farmers' cooperatives: (1) natural and stabilized (new) peanut butter, (2) Vitamin A-fortified peanut butter (commercialized), (3) chocolate peanut spread (to be commercialized); (4) peanut based sauces such as ""satay"" sauce, ""kare-kare"" sauce, and ""satay"" sauce, (5) peanut praline (commercialized), (6) chocolate peanut bar (commercial product improved), (7) garlic flavored roasted peanuts (commercialized), and (8) peanut ""polvoron"" (new and optimized). Improved processing methods for the optimization, sensory profiling, packaging, and shelf-life testing of these peanut-based products were standardized with assistance from the U.S. Project Investigator. Collaborating scientists, industry groups, and micro/small business entrepreneurs, who were mainly women, were trained successfully on these processes. These techniques are already adopted by the Philippine participating institutions. A successful effort was carried out to transfer to the Philippine food industry and to Cooperatives and Grassroots Business Organizations (micro-and small-scale enterprises) the improved post-harvest processing and packaging technologies. This included the Peanut CRSP developed manual sorting technology that significantly reduced aflatoxin content of peanut-based products. The Philippine food industry groups, including factory workers and managers, have been trained on the application of the technology. An EEP member visited the manufacturing facilities of the partner food companies to discuss with the managers their experiences in collaborating with Peanut CRSP, which they indicated as very positive."	A successful effort was carried out to transfer to the Philippine food industry and to Cooperatives and Grassroots Business Organizations (micro-and small-scale enterprises) the improved post-harvest processing and packaging technologies.	The Peanut Collaborative Research Support Program (PCRSP)	Dely Gapasin, John Cherry, John Gilbert, Ron Gibbons, Geoff Hildebrand, Darrell Nelson, Howard Valentine, Handy Williamson	2005
19d27af1-fc0e-11ed-88fc-93f4be02dfa8	neigbor85.txt	Imports more than 3.75 gha per capita Imports 2.50 to 3.75 gha per capita Imports 1.25 to 2.50 gha per capita Imports 0 to 1.25 gha per capita Exports 0 to 1.25 gha per capita Exports 1.25 to 2.50 gha per capita Exports 2.50 to 3.75 gha per capita Exports more than 3.75 gha per capita Insufficient data Imports more than 3.75 gha per capita Imports 2.50 to 3.75 gha per capita Imports 1.25 to 2.50 gha per capita Imports 0 to 1.25 gha per capita Exports 0 to 1.25 gha per capita Exports 1.25 to 2.50 gha per capita Exports 2.50 to 3.75 gha per capita Exports more than 3.75 gha per capita Insufficient data Regional Results from the National Footprint Accounts Regions and countries differ greatly in both their demand on biocapacity, and on the biocapacity they have available within their borders.	Imports more than 3.75 gha per capita Imports 2.50 to 3.75 gha per capita Imports 1.25 to 2.50 gha per capita Imports 0 to 1.25 gha per capita Exports 0 to 1.25 gha per capita Exports 1.25 to 2.50 gha per capita Exports 2.50 to 3.75 gha per capita Exports more than 3.75 gha per capita Insufficient data Imports more than 3.75 gha per capita Imports 2.50 to 3.75 gha per capita Imports 1.25 to 2.50 gha per capita Imports 0 to 1.25 gha per capita Exports 0 to 1.25 gha per capita Exports 1.25 to 2.50 gha per capita Exports 2.50 to 3.75 gha per capita Exports more than 3.75 gha per capita Insufficient data Regional Results from the National Footprint Accounts Regions and countries differ greatly in both their demand on biocapacity , and on the biocapacity they have available within their borders .	Imports more than 3.75 gha per capita Imports 2.50 to 3.75 gha per capita Imports 1.25 to 2.50 gha per capita Imports 0 to 1.25 gha per capita Exports 0 to 1.25 gha per capita Exports 1.25 to 2.50 gha per capita Exports 2.50 to 3.75 gha per capita Exports more than 3.75 gha per capita Insufficient data Imports more than 3.75 gha per capita Imports 2.50 to 3.75 gha per capita Imports 1.25 to 2.50 gha per capita Imports 0 to 1.25 gha per capita Exports 0 to 1.25 gha per capita Exports 1.25 to 2.50 gha per capita Exports 2.50 to 3.75 gha per capita Exports more than 3.75 gha per capita Insufficient data Regional Results from the National Footprint Accounts Regions and countries differ greatly in both their demand on biocapacity, and on the biocapacity they have available within their borders. Many countries use more biocapacity than are available within their boundaries. This comes in part from import of resources, but typically to a greater extent through use of the global commons as a dumping ground for carbon dioxide emissions. For fossil fuels, the actual area used for extraction, refining and production of power is relatively small compared to the bioproductive area needed to absorb the waste products from burning these fuels. The latter area constitutes the carbon component of the Ecological Footprint.	Imports more than 3.75 gha per capita Imports 2.50 to 3.75 gha per capita Imports 1.25 to 2.50 gha per capita Imports 0 to 1.25 gha per capita Exports 0 to 1.25 gha per capita Exports 1.25 to 2.50 gha per capita Exports 2.50 to 3.75 gha per capita Exports more than 3.75 gha per capita Insufficient data Imports more than 3.75 gha per capita Imports 2.50 to 3.75 gha per capita Imports 1.25 to 2.50 gha per capita Imports 0 to 1.25 gha per capita Exports 0 to 1.25 gha per capita Exports 1.25 to 2.50 gha per capita Exports 2.50 to 3.75 gha per capita Exports more than 3.75 gha per capita Insufficient data Regional Results from the National Footprint Accounts Regions and countries differ greatly in both their demand on biocapacity, and on the biocapacity they have available within their borders.	ECOLOGICAL FOOTPRINT ATLAS 2010	Brad Ewing, David Moore, Steven Goldfinger, Anna Oursler, Anders Reed, Mathis Wackernagel, Nora Padula	2010
19d27af2-fc0e-11ed-88fc-93f4be02dfa8	neigbor164.txt	It ranges, on the one hand, from formal pre-primary education, which is integrated into the national education system via kindergartens where care, play and education are all included, to more informal and often home-based activities.	It ranges , on the one hand , from formal pre-primary education , which is integrated into the national education system via kindergartens where care , play and education are all included , to more informal and often home-based activities .	Early childhood education plays an important role in building a strong foundation for lifelong human development. Evidence from around the world indicates that an early start in education can improve children's chances of participating in and completing higher levels of education. Thus, it can potentially reduce social inequality by offsetting social, economic and language- based disadvantages.4 Early childhood care and education is a diverse area of learning. It ranges, on the one hand, from formal pre-primary education, which is integrated into the national education system via kindergartens where care, play and education are all included, to more informal and often home-based activities. Pre-primary programmes are typically designed for children aged 3 to 5 years, and include organized learning 4 UNESCO, 2010.	It ranges, on the one hand, from formal pre-primary education, which is integrated into the national education system via kindergartens where care, play and education are all included, to more informal and often home-based activities.	The World’s Women 2015: Trends and Statistics	United Nations	2015
19d27af3-fc0e-11ed-88fc-93f4be02dfa8	neigbor22.txt	Remuneration Recommendation 7A WHO recommends remunerating practising CHWs for their work with a financial package commensurate with the job demands, complexity, number of hours, training and roles that they undertake.	Remuneration Recommendation 7A WHO recommends remunerating practising CHWs for their work with a financial package commensurate with the job demands , complexity , number of hours , training and roles that they undertake .	Certainty of the evidence - very low. Strength of the recommendation - conditional. 7. Remuneration Recommendation 7A WHO recommends remunerating practising CHWs for their work with a financial package commensurate with the job demands, complexity, number of hours, training and roles that they undertake. Certainty of the evidence - very low. Strength of the recommendation - strong.	Remuneration Recommendation 7A WHO recommends remunerating practising CHWs for their work with a financial package commensurate with the job demands, complexity, number of hours, training and roles that they undertake.	WHO guideline on health policy and system support to optimize community health worker programmes	World Health Organization	2018
19d27af4-fc0e-11ed-88fc-93f4be02dfa8	neigbor15.txt	It also makes it possible to analyse the social conditions of production, expression and management of psychological suffering at the micro, meso and macro-social levels.	It also makes it possible to analyse the social conditions of production , expression and management of psychological suffering at the micro , meso and macro-social levels .	"Finally, the last dossier ""Mental health in international migration"" (34/2-3, 2018) coordinated by Veronique Petit and Simeng Wang is the first dossier that REMI has devoted to mental health. It is published at a time when migration policies in France and Europe, due to their deleterious effects, are undermining the rights, access to healthcare and health of many migrants. Articles provide empirical researches describing the use of care and therapeutic relationships in mental health for migrants at different points in their migration route. The mental health perspective renews the reading of the social relationships in which the migrant is inserted. It also makes it possible to analyse the social conditions of production, expression and management of psychological suffering at the micro, meso and macro-social levels. The methods of care (institutional, social, legal, health) for migrants diagnosed ""as having mental disorders, psychological difficulties or in a state of suffering"" link the effects of migration policies, the dynamics of reception and care of migrants, the organisation of care systems and the production of subjectivities and self-expression. 341world Migration Report 2020 Chapter 6 ."	It also makes it possible to analyse the social conditions of production, expression and management of psychological suffering at the micro, meso and macro-social levels.	WORLD MIGRATION REPORT 2020	International Organization for Migration (IOM)	2019
19d27af5-fc0e-11ed-88fc-93f4be02dfa8	neigbor187.txt	Because agroecological environments cut across political boundaries, technologies developed in any single location are usually transferable to far broader areas.	Because agroecological environments cut across political boundaries , technologies developed in any single location are usually transferable to far broader areas .	Partnership with national agricultural research and extension systems (NARES) The goal of WARDA's partnership with national systems is to achieve the most cost-effective means of developing and transferring new rice technologies within the region as a whole. WARDA views the regional rice science infrastructure as an integrated and interdependent system. Because agroecological environments cut across political boundaries, technologies developed in any single location are usually transferable to far broader areas. The objectives of WARDA's partnership with NARES are to achieve a more complementary and efficient sharing of research tasks by allocating responsibilities on the basis of comparative advantage, and to maximize research spillover between these systems and WARDA, and among the national systems themselves.	Because agroecological environments cut across political boundaries, technologies developed in any single location are usually transferable to far broader areas.	Rice Almanac: Source Book for the Most Important Economic Activity on Earth	J.L. Maclean, D.C. Dawe, B. Hardy, and G.P. Hettel	2002
19d27af6-fc0e-11ed-88fc-93f4be02dfa8	neigbor169.txt	Quality of primary education in Coted'Ivoire also lags behind other Sub-Saharan African countries, limiting the skills that children can acquire in school.	Quality of primary education in Coted'Ivoire also lags behind other Sub-Saharan African countries , limiting the skills that children can acquire in school .	Quality of primary education in Coted'Ivoire also lags behind other Sub-Saharan African countries, limiting the skills that children can acquire in school. For instance, students at CM2 level (fifth grade of primary school) are behind relative to other Francophone countries in the region (Figure10). Math scores are particularly low and less than 25 percent meet minimum competence requirements. French scores are more comparable to the average level obtained in other countries but still less than 45 percent are meeting minimum requirements. Since the education system constitutes the main source of skills acquisition for most individuals, continued improvements in access to education, as well as rapid gains in learning through improvements in the quality of education services will be critical for Coted'Ivoire's competiveness.	Quality of primary education in Coted'Ivoire also lags behind other Sub-Saharan African countries, limiting the skills that children can acquire in school.	Cote d'Ivoire Jobs Diagnostic: Employment, Productivity, and Inclusion for Poverty Reduction	Luc Christiaensen, Patrick Premand	2017
19d27af7-fc0e-11ed-88fc-93f4be02dfa8	neigbor15.txt	Kymlicka, W. 2012 Multiculturalism: Success, failure, and the future.	Kymlicka , W. 2012 Multiculturalism : Success , failure , and the future .	Kymlicka, W. 2012 Multiculturalism: Success, failure, and the future. Migration Policy Institute, Washington, D.C.	Kymlicka, W. 2012 Multiculturalism: Success, failure, and the future.	WORLD MIGRATION REPORT 2020	International Organization for Migration (IOM)	2019
19d27af8-fc0e-11ed-88fc-93f4be02dfa8	neigbor13.txt	This can be a major problem in view of the fact that cargos from Europe to Asia may take up to 80 days.	This can be a major problem in view of the fact that cargos from Europe to Asia may take up to 80 days .	US$ 43.1 billion Total disbursements in 2017, including US$ 14.9 billion to Asia and US$ 13.9 billion to Africa. 0 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 5,000 10,000 15,000 20,000 25,000 30,000 35,000 40,000 45,000 50,000 U S $ m ill io n Africa America Asia Bilateral Unspec Europe Oceania Chapter VI: Trade policy developments Trade f inance A large gap exists between supply and demand for trade finance Trade finance plays an indispensable role in oiling the wheels of trade. It is vital because exporters wish to be paid when goods are shipped while importers do not want to pay before they receive the merchandise. This can be a major problem in view of the fact that cargos from Europe to Asia may take up to 80 days. Financial institutions can help to bridge the gap between importers and exporters by providing payment solutions while taking the credit risk. Very little international trade is actually paid as cash in advance. The trade finance market is therefore sizable as the vast majority of the US$ 23 trillion worth of goods require a loan, payment guarantee or credit insurance to cross borders.	This can be a major problem in view of the fact that cargos from Europe to Asia may take up to 80 days.	World Trade Statistical Review 2019	Barbara d’Andrea-Adrian, Alejandra Barajas Barbosa, Lori Chang, Christophe Degain, Florian Eberth, Antonella Liberatore, Kathryn Lundquist	2019
