uuid	file	sentence	tok_sentence	paragraph	trimmed_sent	title	source	year
19cda477-fc0e-11ed-88fc-93f4be02dfa8	neigbor100.txt	This could contribute to strengthening dialogue about learning assessment system at the country level.	This could contribute to strengthening dialogue about learning assessment system at the country level .	STRENGTHENING THE FOCUS ON LEARNING ASSESSMENT SYSTEMS IN GPE'S OPERATIONAL WORK Until now, the quality assurance process for education sector program implementation grants (ESPIGs) has considered the funding model requirement met if the country had at least one comparable large-scale learning assessment over time. However, the comprehensive and systemic vision underpinning Indicator 15 can also be applied to assess if the requirement is met in a more system-oriented manner. For this purpose, the GPE Secretariat has developed a tool that is built largely from the Indicator 15 definition and methodology. It considers issues of system quality in relation to both large-scale assessments and public examinations (as for Indicator 15), but it goes further by examining classroom assessment as well. A pilot is planned to assess the use of this tool for both evaluation of the funding model requirement and Indicator 15 data collection in the future. This could contribute to strengthening dialogue about learning assessment system at the country level. 22. The Democratic Republic of Congo, Guinea, Madagascar and Mali have participated in a diagnostic or thematic PASEC evaluation in the past, but 2019 will mark their first time participating in the full international PASEC. Cambodia and Lao PDR, as members of CONFEMEN, have also undertaken diagnostic PASEC evaluations in the past.	This could contribute to strengthening dialogue about learning assessment system at the country level.	Results Report 2019	Global Partnership for Education	2019
19cda478-fc0e-11ed-88fc-93f4be02dfa8	neigbor121.txt	This will con7nue to support major corpora7ons to understand prac7ces in the factories that comprise their supply chains.	This will con7nue to support major corpora7ons to understand prac7ces in the factories that comprise their supply chains .	Apprise Audit United Nations University International Organization, China https://cs.unu.edu & https://www.apprise.solutions As the COVID-19 pandemic has disrupted supply chains around the world, stakeholders have been engaging the Apprise Audit team to discuss poten7al modifica7ons to the applica7on as they adapt and adjust its opera7onal usage in the evolving circumstances. For example, due to travel restric7ons between and within countries, some auditors have been unable to complete rou7ne factory inspec7ons where they u7lized Apprise Audit. The absence of these inspec7ons may leave workers more vulnerable to exploita7on as mechanisms to ensure accountability and compliance are interrupted. Although designed as a tool to be administered by a frontline responder and used by workers, stakeholders have expressed interest in modifying Apprise Audit to allow workers to instead self-administer the ques7onnaire. In other cases, local audit teams are able to visit factories, and there has been interest from stakeholders in adding new ques7ons to the Apprise Audit ques7onnaire to inquire about COVID-19 related ma]ers. These could include ques7ons regarding the availability of hand-washing facili7es, mask distribu7on and usage, adherence to social distancing guidelines and any other protocols mandated by governments or corpora7ons that are applicable in factories. This will con7nue to support major corpora7ons to understand prac7ces in the factories that comprise their supply chains.	This will con7nue to support major corpora7ons to understand prac7ces in the factories that comprise their supply chains.	The Coronavirus (COVID-19) Response – ICT Case Repository	WSIS Stocktaking	2020
19cda479-fc0e-11ed-88fc-93f4be02dfa8	neigbor100.txt	The disruption and delay that conflict and fragility can cause to a child's education may be one reason why progress is so much slower on lower secondary out-of-school rates than it is on lower secondary completion rates.	The disruption and delay that conflict and fragility can cause to a child 's education may be one reason why progress is so much slower on lower secondary out-of-school rates than it is on lower secondary completion rates .	The disruption and delay that conflict and fragility can cause to a child's education may be one reason why progress is so much slower on lower secondary out-of-school rates than it is on lower secondary completion rates. At the same time, primary completion rates are also increasing more slowly than lower secondary completion rates, making universal primary education a distant goal for many FCACs. This is not only an injustice for the children who are excluded from primary education, and a constraint on the growth of lower secondary completion rates in the future: It represents a risk of fueling instability in these countries, as education has been shown to reduce the risk of armed conflict and build resilience.29 FCACs especially facing challenges in getting more children into school and completing basic education include the Central African Republic, Chad, Eritrea, Liberia, Mali and South Sudan--and the latter four have seen deteriorating rates in recent years.30 Cases of backward movement are causes for concern, and imply a need for greater support to help meet the challenges present. FCACs such as Afghanistan, Guinea-Bissau, Haiti, and Somalia do not appear on most lists and charts in this chapter because of the lack of recent data availability, but their progress--as well as data issues--deserve attention as well.	The disruption and delay that conflict and fragility can cause to a child's education may be one reason why progress is so much slower on lower secondary out-of-school rates than it is on lower secondary completion rates.	Results Report 2019	Global Partnership for Education	2019
19cda47a-fc0e-11ed-88fc-93f4be02dfa8	neigbor15.txt	The thematic pages review the data for around 30 topics of migration.	The thematic pages review the data for around 30 topics of migration .	In the thematic section, the portal offers reviews of available data in various fields of migration, provides explanations of concepts and definitions, and describes key strengths and weaknesses of the available data sources. The thematic pages review the data for around 30 topics of migration. The portal also features a collection of more than 100 handbooks and guidance reports on how to measure migration and collect data in various fields. Numerous blogs discussing recent data and innovations authored by leading experts in the field of migration, and video interviews with leading data experts from around the world, are also included on the portal.	The thematic pages review the data for around 30 topics of migration.	WORLD MIGRATION REPORT 2020	International Organization for Migration (IOM)	2019
19cda47b-fc0e-11ed-88fc-93f4be02dfa8	neigbor226.txt	The technical secondary schools include Industrial, Commercial, Agricultural and Women Studies.	The technical secondary schools include Industrial , Commercial , Agricultural and Women Studies .	U.S. EQUIVALENT Country Diploma Awarded SUDAN Sudan Secondary School Certificate Khalwa/Koranic schools/Kindergarten (ages 4-5) Basic School - 1st 2nd 3rd 4th 5th 6th 7th 8th - Basic Education Certificate Secondary School or Technical and Vocational School - 9th 10th 11th - Sudan Secondary School Certificate - Educational System A B C D F 80-100% 70-79% 60-69% 50-59% 0-49% A B C D F Grading Scale Kindergarten 1st 2nd 3rd 4th 5th 6th 7th 8th 9th 10th 11th - Standard HS Diploma - Basic education lasts for eight years and is compulsory. It leads to the Basic Education Certificate. Academic secondary education lasts for three years leading to the Sudan Secondary School Certificate. In the first two years, students follow the same curriculum. In the final year, they choose between arts and science streams. The technical secondary schools include Industrial, Commercial, Agricultural and Women Studies. They offer three-year courses leading to the Sudan Secondary School Certificate. Admission to higher education is based on the passing of this Certificate. Vocational Training Centres offer two-year vocational courses. Admission is based on completion of basic education.	The technical secondary schools include Industrial, Commercial, Agricultural and Women Studies.	A Guide for the Placement and Transcript Evaluation of Foreign-Born Students	Manatee County ESOL/Migrant/Immigrant Programs	2010
19cda47c-fc0e-11ed-88fc-93f4be02dfa8	neigbor243.txt	By 2010, CVD will be the leading cause of death in developing countries.	By 2010 , CVD will be the leading cause of death in developing countries .	Objective Goals Status Objective 1 Document the effects of peanut oil consumption on energy balance and blood lipid profiles. Continuing Objective 2 Document the effects of peanut oil consumption on hunger, food intake and total diet quality. Continuing Objective 3 Evaluate potential mechanisms that account for the less than predicted influence of peanut consumption on body weight. Continuing Objective 4 Explore the effects of peanut consumption as a snack versus meal component on hunger, satiety and daily food intake. Continuing Objective 5 Provide training in methods for human dietary behavior research. Continuing 1.2 budget: The budget for 2004-2005 was $100,000. This evaluation covers the period from 1 August 2001 to the present. Seventeen million people worldwide die of cardiovascular disease (CVD) each year. Low and middleincome countries contribute 85% of CVD deaths. By 2010, CVD will be the leading cause of death in developing countries. There are over 300 million obese adults and 1.1 billion overweight people worldwide. In the U.S., obesity and CVD are among the leading causes of health problems and death. Hence, the scientific/technical importance of this project's objectives is very relevant economically, socially and environmentally.	By 2010, CVD will be the leading cause of death in developing countries.	The Peanut Collaborative Research Support Program (PCRSP)	Dely Gapasin, John Cherry, John Gilbert, Ron Gibbons, Geoff Hildebrand, Darrell Nelson, Howard Valentine, Handy Williamson	2005
19cda47d-fc0e-11ed-88fc-93f4be02dfa8	neigbor144.txt	Strength of legal rights index The strength of legal rights index measures the degree to which collateral and bankruptcy laws protect the rights of borrowers and lenders and thus facilitate lending (table 8.9).	Strength of legal rights index The strength of legal rights index measures the degree to which collateral and bankruptcy laws protect the rights of borrowers and lenders and thus facilitate lending ( table 8.9 ) .	Strength of legal rights index The strength of legal rights index measures the degree to which collateral and bankruptcy laws protect the rights of borrowers and lenders and thus facilitate lending (table 8.9). For each economy it is first determined whether a unitary secured transactions system exists. Then two case scenarios, case A and case B, are used to determine how a nonpossessory security interest is created, publicized and enforced according to the law. Special emphasis is given to how the collateral registry operates (if registration of security interests is possible). The case scenarios involve a secured borrower, company ABC, and a secured lender, BizBank.	Strength of legal rights index The strength of legal rights index measures the degree to which collateral and bankruptcy laws protect the rights of borrowers and lenders and thus facilitate lending (table 8.9).	Doing Business 2019: Training for Reform	World Bank Group	2018
19cda47e-fc0e-11ed-88fc-93f4be02dfa8	neigbor155.txt	Ministry for Agriculture and Land Affairs Land Use & Soil Management Private bag x 120 Pretoria, South Africa Mobile: +27 82 9233310 Fax: +27 12 3925938 e-mail: Helettep@nda.agric.za .	Ministry for Agriculture and Land Affairs Land Use & Soil Management Private bag x 120 Pretoria , South Africa Mobile : +27 82 9233310 Fax : +27 12 3925938 e-mail : Helettep@nda.agric.za .	Ministry for Agriculture and Land Affairs Land Use & Soil Management Private bag x 120 Pretoria, South Africa Mobile: +27 82 9233310 Fax: +27 12 3925938 e-mail: Helettep@nda.agric.za .	Ministry for Agriculture and Land Affairs Land Use & Soil Management Private bag x 120 Pretoria, South Africa Mobile: +27 82 9233310 Fax: +27 12 3925938 e-mail: Helettep@nda.agric.za .	Prevention and Management of Invasive Alien Species	Ian A.W. Macdonald, Jamie K. Reaser, Chris Bright, Laurie E. Neville, Geoffrey W. Howard, Sean T. Murphy, Guy Preston	2004
19cda47f-fc0e-11ed-88fc-93f4be02dfa8	neigbor243.txt	Socio-economic data in Senegal resulted in an increased number of publications on the impact of new varieties, pricing and marketing of peanuts, optimizing farm planning to reduce poverty, and peanut production and processing.	Socio-economic data in Senegal resulted in an increased number of publications on the impact of new varieties , pricing and marketing of peanuts , optimizing farm planning to reduce poverty , and peanut production and processing .	Market issues being discussed with a peanut buyer in Guyana. In Senegal, impact studies have shown a 25% yield increase when farmers adopted new varieties developed earlier by the Peanut CRSP. Socio-economic data in Senegal resulted in an increased number of publications on the impact of new varieties, pricing and marketing of peanuts, optimizing farm planning to reduce poverty, and peanut production and processing. The capacity of the host country institution was greatly increased in socio-economic research and the in the desire to publish information.	Socio-economic data in Senegal resulted in an increased number of publications on the impact of new varieties, pricing and marketing of peanuts, optimizing farm planning to reduce poverty, and peanut production and processing.	The Peanut Collaborative Research Support Program (PCRSP)	Dely Gapasin, John Cherry, John Gilbert, Ron Gibbons, Geoff Hildebrand, Darrell Nelson, Howard Valentine, Handy Williamson	2005
19cda480-fc0e-11ed-88fc-93f4be02dfa8	neigbor27.txt	All adaptations should be made in accordance with ethical principles, such as equity in the allocation of resources and access, self-determination, non-abandonment, and respect for dignity and human rights.	All adaptations should be made in accordance with ethical principles , such as equity in the allocation of resources and access , self-determination , non abandonment                                                                                                                                                    , and respect for dignity and human rights .	All adaptations should be made in accordance with ethical principles, such as equity in the allocation of resources and access, self-determination, non-abandonment, and respect for dignity and human rights. Overall, the failure to protect vulnerable groups subjects them to higher risk and undermines the COVID-19 response and broader public health goals. In all cases, IPC measures should be strictly followed based on up-to-date guidance and relevant policies.	All adaptations should be made in accordance with ethical principles, such as equity in the allocation of resources and access, self-determination, non-abandonment, and respect for dignity and human rights.	Initial COVID-19 responses in Bangladesh, Kenya, Pakistan, Sierra Leone and Uganda: Documentation and learning from March to May 2020 COVID-19 Series: Synthesis Report	Debbie Hillier, Tom Newton-Lewis, Rithika Nair, Christoph Larsen	2020
19cda481-fc0e-11ed-88fc-93f4be02dfa8	neigbor150.txt	It will be an opportunity to increase international trade by creating linkages between cotton companies, theNational Cotton Producers Union of Burkina(UNPCB), and buyers from all over the world.	It will be an opportunity to increase international trade by creating linkages between cotton companies , theNational Cotton Producers Union of Burkina ( UNPCB ) , and buyers from all over the world .	The Salon International du Coton et du Textile (SICOT) aims to expose and promote Burkina cotton as an industry for capital investment into cotton processing. It will be an opportunity to increase international trade by creating linkages between cotton companies, theNational Cotton Producers Union of Burkina(UNPCB), and buyers from all over the world.	It will be an opportunity to increase international trade by creating linkages between cotton companies, theNational Cotton Producers Union of Burkina(UNPCB), and buyers from all over the world.	Organic Cotton Market Report 2018	TextileExchange	2018
19cda482-fc0e-11ed-88fc-93f4be02dfa8	neigbor90.txt	Lecturer for medical graduates in psychiatry in the field of forensic expertise and responsibility, Faculty of Medicine, Paris-Sud University (1983-1990).	Lecturer for medical graduates in psychiatry in the field of forensic expertise and responsibility , Faculty of Medicine , Paris-Sud University ( 1983-1990 ) .	Organizer of the lifelong learning programme on combating drug trafficking and addiction for members of the French judiciary, French National School for the Judiciary (1984-1994). Lecturer for medical graduates in psychiatry in the field of forensic expertise and responsibility, Faculty of Medicine, Paris-Sud University (1983-1990). Lecturer in the field of social work, University of Paris 13 (1984-1988). Lecturer for Second Year Master's courses in Security and Public International Law, Jean Moulin Lyon 3 university (2005-2013).	Lecturer for medical graduates in psychiatry in the field of forensic expertise and responsibility, Faculty of Medicine, Paris-Sud University (1983-1990).	Report of the International Narcotics Control Board for 2015	International Narcotics Control Board	2016
19cda483-fc0e-11ed-88fc-93f4be02dfa8	neigbor153.txt	Complex institutional mechanisms and processes are employed to share management authority and responsibility among a plurality of (formally and informally) entitled governmental and non-governmental actors.	Complex institutional mechanisms and processes are employed to share management authority and responsibility among a plurality of ( formally and informally ) entitled governmental and non governmental                                                                                                                                                                                                                  actors .	"Type B: Shared governance. Complex institutional mechanisms and processes are employed to share management authority and responsibility among a plurality of (formally and informally) entitled governmental and non-governmental actors. Shared governance, sometimes also referred to as co-management, comes in many forms. In ""collaborative"" management, decisionmaking authority and responsibility rest with one agency but the agency is required - by law or policy - to inform or consult other stakeholders. Participation in collaborative management can be strengthened by assigning to multi-stakeholder bodies the responsibility of developing technical proposals for protected area regulation and management, to be submitted ultimately to a decision-making authority for approval. In ""joint"" management, various actors sit on a management body with decision-making authority and responsibility. Decisions may or may not require consensus. In any of these cases, once decisions about management are taken, their implementation needs to be delegated to agreed bodies or individuals. One particular form of shared governance relates to transboundary protected areas, which involve at least two or more governments and possibly other local actors."	Complex institutional mechanisms and processes are employed to share management authority and responsibility among a plurality of (formally and informally) entitled governmental and non-governmental actors.	Guidelines for Applying Protected Area Management Categories	Nigel Dudley, Sue Stolton, Peter Shadie	2013
19d2772a-fc0e-11ed-88fc-93f4be02dfa8	neigbor150.txt	Also: Materials innovation lab | Shanghai Different Chemical Fiber Co., Ltd.	Also : Materials innovation lab | Shanghai Different Chemical Fiber Co ., Ltd.	Textile Exchange members are connected to a powerful community of brands, retailers and companies, large and small, from across the textile world--all seeking to create a more sustainable and responsible fiber and materials industry. Members gain access to a suite of valuable tools, relevant data, insight reports, industry networks and connections --and, above all, the opportunity to take action, individually or collectively. Our goal is to help you succeed. Please join us in our collective journey! Also: Materials innovation lab | Shanghai Different Chemical Fiber Co., Ltd.	Also: Materials innovation lab | Shanghai Different Chemical Fiber Co., Ltd.	Organic Cotton Market Report 2018	TextileExchange	2018
19d2772b-fc0e-11ed-88fc-93f4be02dfa8	neigbor69.txt	Education Cannot Wait is the first global fund dedicated to education in emergencies and protracted crises.	Education Cannot Wait is the first global fund dedicated to education in emergencies and protracted crises .	Education Cannot Wait is the first global fund dedicated to education in emergencies and protracted crises. Currently, 75 million children are being deprived of their childhood, education and the chance to prepare for a productive adulthood. Hit by conflict and disasters, they are denied the opportunity to make the most of their lives. Yet, until now, education in emergencies and protracted crises has fallen between the cracks - not taken seriously enough when funding humanitarian aid and thus leaving education dramatically underfunded at a mere 3.4 per cent of humanitarian appeals. This needs to change.	Education Cannot Wait is the first global fund dedicated to education in emergencies and protracted crises.	ECW Strategic Plan 2018 - 2021	ECW	2018
19d2772c-fc0e-11ed-88fc-93f4be02dfa8	neigbor187.txt	Rice as a women's crop .	Rice as a women 's crop .	Rice as a women's crop .	Rice as a women's crop .	Rice Almanac: Source Book for the Most Important Economic Activity on Earth	J.L. Maclean, D.C. Dawe, B. Hardy, and G.P. Hettel	2002
19d2772d-fc0e-11ed-88fc-93f4be02dfa8	neigbor187.txt	Its essential elements are both availability of food and the ability of the people to acquire it.	Its essential elements are both availability of food and the ability of the people to acquire it .	Food security means access by all people at all times to adequate food required to live an active, healthy life. Its essential elements are both availability of food and the ability of the people to acquire it. National self-sufficiency in food may not ensure food security because the poor may not have enough income to buy adequate food. India, for example, is self-sufficient in rice because it does not need to import it. Yet, onethird of the Indian population cannot afford to buy basic food. Maintaining a stable supply of basic staples (through production or imports) at affordable prices for the poor, while maintaining incentives for production growth for farmers, is a key element in sustaining food security.	Its essential elements are both availability of food and the ability of the people to acquire it.	Rice Almanac: Source Book for the Most Important Economic Activity on Earth	J.L. Maclean, D.C. Dawe, B. Hardy, and G.P. Hettel	2002
19d2772e-fc0e-11ed-88fc-93f4be02dfa8	neigbor21.txt	Inter-African committee on traditional practices affecting the health of women and children.	Inter-African committee on traditional practices affecting the health of women and children .	Inter-African committee on traditional practices affecting the health of women and children. Report on the regional seminar on traditional practices affecting the health of women and children in Africa, 6-10 April 1987, Addis Ababa, Ethiopia. 182 P.	Inter-African committee on traditional practices affecting the health of women and children.	Fact Sheet No.23, Harmful Traditional Practices Affecting the Health of Women and Children	UN Office of the High Commissioner for Human Rights (OHCHR)	1995
19d2772f-fc0e-11ed-88fc-93f4be02dfa8	neigbor217.txt	I. Discussion of Sustainable Intensification a) What does sustainable intensification mean to you and your organization?	I. Discussion of Sustainable Intensification a ) What does sustainable intensification mean to you and your organization ?	I. Discussion of Sustainable Intensification a) What does sustainable intensification mean to you and your organization?	I. Discussion of Sustainable Intensification a) What does sustainable intensification mean to you and your organization?	DETAILED AND FULL REPORT OF SWOT ANALYSIS - TANZANIA General Approach and Procedure	USAID Feed the Future Sustainable Intensification Innovation Lab Partnership Meeting with CIAT, NARS and local institutions	2014
19d27730-fc0e-11ed-88fc-93f4be02dfa8	neigbor131.txt	Growing inward foreign direct investment of around $15 billion in 2012 and around $16 billion in 2013.	Growing inward foreign direct investment of around $ 15 billion in 2012 and around $ 16 billion in 2013 .	Other aspects which have helped to create the environment for stable growth of the economy have been: 1. Controlled inflation of 3.2% in 2012, 2% in 2013 and 3.6% in 2014; 2. A reduction of the unemployment rate to 9.6% in 2013 with a target of 8.9% for 201412; 3. An improvement in credit rating to investment grade level (S&P BBB, Moody's Baa2, Fitch BBB); 4. Growing inward foreign direct investment of around $15 billion in 2012 and around $16 billion in 2013.	Growing inward foreign direct investment of around $15 billion in 2012 and around $16 billion in 2013.	The World in 2050: Will the shift in global economic power continue?	John Hawksworth, Danny Chan	2015
19d27731-fc0e-11ed-88fc-93f4be02dfa8	neigbor144.txt	Pia Laaksonen whIte & cAse Kaisa Lamppu PWC fInlAnd Patrik Lindfors lIndfors & co.	Pia Laaksonen whIte & cAse Kaisa Lamppu PWC fInlAnd Patrik Lindfors lIndfors & co .	Pia Laaksonen whIte & cAse Kaisa Lamppu PWC fInlAnd Patrik Lindfors lIndfors & co. AttorneYs-At-lAw ltd.	Pia Laaksonen whIte & cAse Kaisa Lamppu PWC fInlAnd Patrik Lindfors lIndfors & co.	Doing Business 2019: Training for Reform	World Bank Group	2018
