uuid	file	paragraph	sentence	tokenized_sentence	marked_sentence	approx_span	trigger	marked_trigger	submitted_annotations_count	accepted_count	annotations	belief_ann_count	majority	quality_controlled	title	source	year
cffebdf2-fc0b-11ed-88fc-93f4be02dfa8	neigbor164.txt	Availability and data quality issues Country reporting to the international statistical system is an indication of national capacity to produce and disseminate education data. As the information in the table below indicates, there was a high level of reporting of enrolment data to the UIS for the two periods considered. Out of 211 countries or areas from which the UIS collects statistics, 192 reported gross enrolment ratios for primary education by sex at least once for the period 2005-2012, while 184 did so for secondary education. Relatively fewer countries or areas (168) reported these ratios for tertiary education, partly because some countries do not have a tertiary education system within their borders. Periodicity in the reporting of the data continues to be a problem for some countries. A smaller number of countries or areas were able to report enrolment frequently (here defined as reporting for at least four out of the eight years considered). One hundred and seventy-five countries or areas frequently reported gross enrolment ratios by sex for primary education in the period 2005 -2012, 158 for secondary education, and 125 for tertiary education.	A smaller number of countries or areas were able to report enrolment frequently (here defined as reporting for at least four out of the eight years considered).	A smaller number of countries or areas were able to report enrolment frequently ( here defined as reporting for at least four out of the eight years considered ) .	A smaller number of countries or areas were able to report enrolment frequently (here defined as reporting for at least four out of the eight years <mark>considered</mark>).	the eight years considered).	considered	<mark>considered</mark>	3	3	Not belief/attitude<::>Belief/attitude<::>Belief/attitude	2	Belief/attitude	n	The World’s Women 2015: Trends and Statistics	United Nations	2015
cffebdf3-fc0b-11ed-88fc-93f4be02dfa8	neigbor183.txt	Some F2F country programs submitted soil and post-harvest fumigants; these are considered highly toxic (although WHO does not assign toxicity levels to fumigants), and the USEPA has stringent standards for their use. The USEPA requires protections for workers, bystanders, and people who live and work nearby to areas that are fumigated. Applicators must be certified, and USEPA requires the use of certain fumigation equipment that must be regularly maintained. These standards should also be upheld by any USAID supported activities where fumigants will be recommended or used, however, in most F2F country programs, it is very difficult to ensure these high standards. Therefore, the fumigants submitted by F2F country programs have been rejected in this PERSUAP.	Some F2F country programs submitted soil and post-harvest fumigants; these are considered highly toxic (although WHO does not assign toxicity levels to fumigants), and the USEPA has stringent standards for their use.	Some F2F country programs submitted soil and post-harvest fumigants ; these are considered highly toxic ( although WHO does not assign toxicity levels to fumigants ) , and the USEPA has stringent standards for their use .	Some F2F country programs submitted soil and post-harvest fumigants; these are <mark>considered</mark> highly toxic (although WHO does not assign toxicity levels to fumigants), and the USEPA has stringent standards for their use.	; these are considered highly toxic (although WHO does not assign toxicity levels	considered	<mark>considered</mark>	3	3	Belief/attitude<::>Not belief/attitude<::>Belief/attitude	2	Belief/attitude	b	FARMER-TO-FARMER PROGRAMMATIC PERSUAP: PESTICIDE EVALUATION REPORT AND SAFER USE ACTION PLAN	The United States Agency for International Development	2013
cffebdf4-fc0b-11ed-88fc-93f4be02dfa8	neigbor82.txt	"Republic of Uzbekistan Head of state : Shavkat Mirzioiev Head of government : Abdulla Aripov The authorities eased some undue restrictions on the media and the right to freedom of expression. Several prisoners of conscience and other prisoners serving long sentences on politically motivated charges were released; their right to freedom of movement remained restricted. National Security Service (NSS) officers arbitrarily detained an independent journalist and tortured him to ""confess"" to anti-state crimes. The authorities continued to seek the return of people they considered a threat to national security. Local authorities continued to draft thousands of medical personnel and teaching staff to work in the cotton fields. Consensual sexual relations between men remained a criminal offence."	The authorities continued to seek the return of people they considered a threat to national security.	The authorities continued to seek the return of people they considered a threat to national security .	The authorities continued to seek the return of people they <mark>considered</mark> a threat to national security.	they considered	considered	<mark>considered</mark>	3	3	Belief/attitude<::>Not belief/attitude<::>Belief/attitude	2	Belief/attitude	n	Amnesty International Report 2017/18: THE STATE OF THE WORLD’S HUMAN RIGHTS	Amnesty International Ltd	2018
cffebdf5-fc0b-11ed-88fc-93f4be02dfa8	neigbor32.txt	The jobs challenge 49 A job, but not always a salary To many, the word job brings to mind a worker with an employer and a regular paycheck. Yet, this narrow definition excludes nearly 1.4 billion people who work for a living. The concept of a job is actually much broader than wage employment. Jobs are activities that generate actual or imputed income, monetary or in kind, formal or informal. But not all forms of work can be deemed jobs. Activities performed against the will of the worker or involving violations of fundamental human rights should not be considered jobs. Some other activities that entail work effort, such as cooking and cleaning at home, are not considered jobs unless they are performed by people hired and paid for the work.	Some other activities that entail work effort, such as cooking and cleaning at home, are not considered jobs unless they are performed by people hired and paid for the work.	Some other activities that entail work effort , such as cooking and cleaning at home , are not considered jobs unless they are performed by people hired and paid for the work .	Some other activities that entail work effort, such as cooking and cleaning at home, are not <mark>considered</mark> jobs unless they are performed by people hired and paid for the work.	, are not considered jobs unless they are performed by people hired and paid	considered	<mark>considered</mark>	3	3	Belief/attitude<::>Not belief/attitude<::>Not belief/attitude	1	Not belief/attitude	b	World Development Report 2013: Jobs	World Bank	2012
cffebdf6-fc0b-11ed-88fc-93f4be02dfa8	neigbor15.txt	"When Oded Stark and David Bloom published their now iconic article, ""The New Economics of Labour Migration"", in 1985, they not only created a new way of looking at migration economics but they launched continuing investigations into the relationship between migration and development, the role of remittances in migration, how people make decisions to migrate, and the role of their families in these decisions. The emphasis on families in the migration literature continues to grow, and International Migration has been among those journals to feel this emphasis. A major interest is with those family members who are leftbehind, the emotional difficulties they may face, as described by Fuller, despite modern ICTs; the effects on schooling as described by Yabiku and Agadjanian and, separately, by Kuepie; and the effects on marriages themselves which, as shown by Davis and Jennings and separately by Silver, et al., can be deeply troubling. But migration can itself be for marriage, and this phenomenon has received a great deal of attention, especially in Asia and especially in South Korea where marriage migration represents a high proportion of all migration to that country. The multicultural families that result are the object of Kim and Kilkey's study on integration outcomes for foreign brides to South Korea; Kim and Kilkey looked at the country's policy on multicultural families, regarding it as designed with the country's future population size in mind; and Cho considers cultural aspects of marriage migration to that country. The population prospects might not be as rosy as some hope, however, if what Mora, Fernandez, and Torre found regarding fertility rates of migrants to Spain and the US. 323world Migration Report 2020 ."	The multicultural families that result are the object of Kim and Kilkey's study on integration outcomes for foreign brides to South Korea; Kim and Kilkey looked at the country's policy on multicultural families, regarding it as designed with the country's future population size in mind; and Cho considers cultural aspects of marriage migration to that country.	The multicultural families that result are the object of Kim and Kilkey 's study on integration outcomes for foreign brides to South Korea ; Kim and Kilkey looked at the country 's policy on multicultural families , regarding it as designed with the country 's future population size in mind ; and Cho considers cultural aspects of marriage migration to that country .	The multicultural families that result are the object of Kim and Kilkey's study on integration outcomes for foreign brides to South Korea; Kim and Kilkey looked at the country's policy on multicultural families, regarding it as designed with the country's future population size in mind; and Cho <mark>considers</mark> cultural aspects of marriage migration to that country.	Cho considers	considers	<mark>considers</mark>	3	3	Belief/attitude<::>Belief/attitude<::>Belief/attitude	3	Belief/attitude	n	WORLD MIGRATION REPORT 2020	International Organization for Migration (IOM)	2019
cffebdf7-fc0b-11ed-88fc-93f4be02dfa8	neigbor85.txt	"In 1990, the United Nations produced the first Human Development Report, with the aim of putting people's welfare back into national and global decision making (UN HDR, 1990). Mahbub ul Haq, the report's founder, described the basic purpose of development as enlarging individual choices: a concept echoed by Amartya Sen in his book, ""Development as Freedom. The Human Development Report"" introduced a new measure, the Human Development Index (HDI), which aimed to measure human development of countries through three components: income, health, and education."	"Mahbub ul Haq, the report's founder, described the basic purpose of development as enlarging individual choices: a concept echoed by Amartya Sen in his book, ""Development as Freedom. "	"Mahbub ul Haq , the report 's founder , described the basic purpose of development as enlarging individual choices : a concept echoed by Amartya Sen in his book , "" Development as Freedom ."	"Mahbub ul Haq, the report's founder, <mark>described</mark> the basic purpose of development as enlarging individual choices: a concept echoed by Amartya Sen in his book, ""Development as Freedom. "	Haq, the report's founder, described	described	<mark>described</mark>	3	3	Belief/attitude<::>Belief/attitude<::>Not belief/attitude	2	Belief/attitude	n	ECOLOGICAL FOOTPRINT ATLAS 2010	Brad Ewing, David Moore, Steven Goldfinger, Anna Oursler, Anders Reed, Mathis Wackernagel, Nora Padula	2010
cffebdf8-fc0b-11ed-88fc-93f4be02dfa8	neigbor32.txt	Jobs themselves can build skills, especially at entry into the labor market. Given the negative long-term effects of troubled school-to-work transitions, placing emphasis on supporting first-time job-seekers should have significant payoffs.	Given the negative long-term effects of troubled school-to-work transitions, placing emphasis on supporting first-time job-seekers should have significant payoffs.	Given the negative long-term effects of troubled school-to-work transitions , placing emphasis on supporting first-time job-seekers should have significant payoffs .	Given the negative long-term effects of troubled school-to-work transitions, placing <mark>emphasis</mark> on supporting first-time job-seekers should have significant payoffs.	school-to-work transitions, placing emphasis on supporting first-time job-seekers should have significant payoffs.	emphasis	<mark>emphasis</mark>	3	3	Not belief/attitude<::>Belief/attitude<::>Belief/attitude	2	Belief/attitude	n	World Development Report 2013: Jobs	World Bank	2012
cffebdf9-fc0b-11ed-88fc-93f4be02dfa8	neigbor243.txt	Project UGA11 - 288 - Tania Sapoundjieva is now the Head of the Institute (replacing Pavlina) this does not affect operational matters regarding the project nor the Project Investigator position. Political changes also affected the planned establishment of a parastatal food enterprise (ECONATURE) that was expected to commercialize the peanut products developed and tested by the project. The status of this enterprise is still uncertain. Other more feasible options needs to be assessed, such as collaboration with existing food industry what might include peanut products in their current production lines.. Regional collaboration: Although representatives from nine countries have agreed in principle to establish a Food Research and Development Center for Southern and Eastern Europe (FRDC-SEE) bur there has been little progress. The center will be based in Bulgaria to build on the improved research capacity and laboratory facilities at ICFT. Participating countries will have to approve their formal participation, which is a long process. Recent political changes in Bulgaria have further delayed the process.	Political changes also affected the planned establishment of a parastatal food enterprise (ECONATURE) that was expected to commercialize the peanut products developed and tested by the project.	Political changes also affected the planned establishment of a parastatal food enterprise ( ECONATURE ) that was expected to commercialize the peanut products developed and tested by the project .	Political changes also affected the planned establishment of a parastatal food enterprise (ECONATURE) that was <mark>expected</mark> to commercialize the peanut products developed and tested by the project.	) that was expected to commercialize the peanut products developed and tested by the	expected	<mark>expected</mark>	3	3	Belief/attitude<::>Belief/attitude<::>Belief/attitude	3	Belief/attitude	b	The Peanut Collaborative Research Support Program (PCRSP)	Dely Gapasin, John Cherry, John Gilbert, Ron Gibbons, Geoff Hildebrand, Darrell Nelson, Howard Valentine, Handy Williamson	2005
cffebdfa-fc0b-11ed-88fc-93f4be02dfa8	neigbor27.txt	In Sierra Leone, the government has redeployed hospital staff and CHWs to be trained in case management and contact tracing. Health system resources were already strained, so this reassignment of staff is likely to significantly reduce the availability of non-COVID-19 services. In early March, even before the first case was confirmed in the country, the EOC registered reduced patient attendance at routine services. Similar effects were seen during the Ebola outbreak in 2013 to 2016, with disastrous effects on maternal and neonatal health (Sochas et al., 2017), as well as malaria, TB, and HIV treatment (Parpla et al., 2016). Similar effects on non-maternity reproductive health services have been examined earlier; routine childhood immunisation is also expected to fall due to lack of remaining staff and resources, compounded by international supply bottlenecks. As well as staff shortages, use of services may have been reduced by patient fear of acquiring COVID-19 and by health staff reducing patient attendance in an attempt to decongest facilities. The EOC has sought to reassure the public of the safety of routine services.	Similar effects on non-maternity reproductive health services have been examined earlier; routine childhood immunisation is also expected to fall due to lack of remaining staff and resources, compounded by international supply bottlenecks.	Similar effects on non maternity                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            reproductive health services have been examined earlier ; routine childhood immunisation is also expected to fall due to lack of remaining staff and resources , compounded by international supply bottlenecks .	Similar effects on non-maternity reproductive health services have been examined earlier; routine childhood immunisation is also <mark>expected</mark> to fall due to lack of remaining staff and resources, compounded by international supply bottlenecks.	immunisation is also expected to fall due to lack of remaining staff and resources	expected	<mark>expected</mark>	3	3	Belief/attitude<::>Belief/attitude<::>Belief/attitude	3	Belief/attitude	b	Initial COVID-19 responses in Bangladesh, Kenya, Pakistan, Sierra Leone and Uganda: Documentation and learning from March to May 2020 COVID-19 Series: Synthesis Report	Debbie Hillier, Tom Newton-Lewis, Rithika Nair, Christoph Larsen	2020
cffebdfb-fc0b-11ed-88fc-93f4be02dfa8	neigbor96.txt	"Gender inequality issues persist in Bangladesh, and gender-based violence, early marriage, sexual harassment, and sex trafficking are serious concerns in the country (Human Rights Watch 2017; Ain o Salish Kendra 2019; Humanitarian Response 2018; ActionAid 2019). Women are also often not allowed or expected to take part in decision-making; they are often relegated to the private sphere and play ""complementary rather than independent role[s] in the case of disaster preparedness"" (Rahman and Alam 2016, 1). Women in Bangladesh tend to have a harder time gaining access to resources than men do and have limited participation in the workforce. The ""lesser value and authority afforded to women in the household and society"" in Bangladesh exacerbates their vulnerability in humanitarian contexts (Juran and Trivedi 2015, 602). Yet it is important to note the crucial work that women do during disasters. Research by Mahbuba Nasreen (2004) argued that ""it is women's strategies, developed over the last few years [that] are vital in enabling rural people to cope with disaster"" in Bangladesh (p. 25)."	"Women are also often not allowed or expected to take part in decision-making; they are often relegated to the private sphere and play ""complementary rather than independent role[s] in the case of disaster preparedness"" (Rahman and Alam 2016, 1). "	"Women are also often not allowed or expected to take part in decision-making ; they are often relegated to the private sphere and play "" complementary rather than independent role [ s ] in the case of disaster preparedness "" ( Rahman and Alam 2016 , 1 ) ."	"Women are also often not allowed or <mark>expected</mark> to take part in decision-making; they are often relegated to the private sphere and play ""complementary rather than independent role[s] in the case of disaster preparedness"" (Rahman and Alam 2016, 1). "	not allowed or expected to take part in decision-making; they are often relegated	expected	<mark>expected</mark>	3	3	Not belief/attitude<::>Belief/attitude<::>Belief/attitude	2	Belief/attitude	b	WOMEN LEADING LOCALLY: Exploring women’s leadership in humanitarian action in Bangladesh and South Sudan	NAMALIE JAYASINGHE, MOMOTAZ KHATUN, MOSES OKWII	2020
