uuid	file	paragraph	sentence	tokenized_sentence	marked_sentence	approx_span	trigger	marked_trigger	submitted_annotations_count	accepted_count	annotations	belief_ann_count	majority	quality_controlled	title	source	year
cffebfce-fc0b-11ed-88fc-93f4be02dfa8	neigbor82.txt	"On 8 March, police arrested 47 women, four children and at least 12 men at an International Women's Day training session in Mbini city, southwest of Bata, in the office of the opposition Convergence for Social Democracy party. The police threatened to arrest Epifania Avomo, the party's executive women's officer, but when other women protested they were all arrested and taken to Mbini police station. Some of them were beaten at the police station, after which they were all released the same day. In May, taxi drivers' organizations called for a three-day strike in Malabo to protest at the high prices of permits and papers. Security forces arbitrarily arrested at least 17 people and beat some of those believed to be participating in the strike, leaving several of them in need of medical assistance. They were released without charge about one week later. On 27 May, security forces arbitrarily arrested rapper Benjamin Ndong, also known as ""Jamin Dogg"", in Malabo, for releasing two weeks ealier a song supporting the striking taxi drivers and denouncing government intimidation. He was released the same day without charge."	Security forces arbitrarily arrested at least 17 people and beat some of those believed to be participating in the strike, leaving several of them in need of medical assistance.	Security forces arbitrarily arrested at least 17 people and beat some of those believed to be participating in the strike , leaving several of them in need of medical assistance .	Security forces arbitrarily arrested at least 17 people and beat some of those <mark>believed</mark> to be participating in the strike, leaving several of them in need of medical assistance.	some of those believed to be participating in the strike, leaving several of	believed	<mark>believed</mark>	3	3	Belief/attitude<::>Belief/attitude<::>Belief/attitude	3	Belief/attitude	n	Amnesty International Report 2017/18: THE STATE OF THE WORLD’S HUMAN RIGHTS	Amnesty International Ltd	2018
cffebfcf-fc0b-11ed-88fc-93f4be02dfa8	neigbor121.txt	Wsis Stocktaking PlaHorm Www.wsis.org/stocktaking Wsis Action Lines Sustainable Development Goals Wsis Action Lines sustainable development goals smart farmer/ Young exporter : Online access to Global Markets New Economy Academy (NEA) The Department of International Trade Promotion, Ministry of Commerce government, Thailand Https://nea.ditp.go.th rural, agricultural SMEs are amongst the most vulnerable during periods of economic stress. They are also experiencing greater inequality. Although a third of laborers are in agriculture, they earn a tenth of GDP. During the spread of Covid-19, agricultural exports tumbled further impacIng this sector. Meanwhile, low income drives the rural-urban migraIon of youths, causing agricultural communiIes to age rapidly. New Economy Academy (NEA) believes that for rural, agricultural SMEs, educaIon is a path to empowerment, socio-economic equality, financial security and beEer social outcomes. NEA has created webinars so it can conInue to educate agricultural SMEs at the grassroots level. The webinars are hosted by naIonal experts on exports, technology and business and are free.	New Economy Academy (NEA) believes that for rural, agricultural SMEs, educaIon is a path to empowerment, socio-economic equality, financial security and beEer social outcomes.	New Economy Academy ( NEA ) believes that for rural , agricultural SMEs , educaIon is a path to empowerment , socio-economic equality , financial security and beEer social outcomes .	New Economy Academy (NEA) <mark>believes</mark> that for rural, agricultural SMEs, educaIon is a path to empowerment, socio-economic equality, financial security and beEer social outcomes.	(NEA) believes that for rural, agricultural SMEs, educaIon is a	believes	<mark>believes</mark>	3	3	Belief/attitude<::>Belief/attitude<::>Belief/attitude	3	Belief/attitude	b	The Coronavirus (COVID-19) Response – ICT Case Repository	WSIS Stocktaking	2020
cffebfd0-fc0b-11ed-88fc-93f4be02dfa8	neigbor202.txt	In 2007, a comprehensive analysis of Bangladesh laws, institutions and procedures was carried out, with GTZ funding, leading to the publication of the Bangladesh Compliance and Gap Analysis in January 2008. A detailed action plan for compliance was subsequently drafted and published by GoB Ministry of Law, Justice and Parliamentary Affairs in November 2009. 3.22. In an internal note, DFID summarises its range of AC projects as follows: * funding to NGOs working on human rights, labour rights, AC, access to social services, and access to justice * technical support for elections, PFM, tax administration and police reform. 3.23. DFID is also involved in private sector development, with the aim to 'work with government and others to make investors feel more confident about doing business in Bangladesh' (2009-14 Country Plan), and since 2006, provides extensive support in the area of civil service reforms under its programme Managing at the Top (MaTT2).	DFID is also involved in private sector development, with the aim to 'work with government and others to make investors feel more confident about doing business in Bangladesh' (2009-14 Country Plan), and since 2006, provides extensive support in the area of civil service reforms under its programme Managing at the Top (MaTT2).	DFID is also involved in private sector development , with the aim to ' work with government and others to make investors feel more confident about doing business in Bangladesh ' ( 2009-14 Country Plan ) , and since 2006 , provides extensive support in the area of civil service reforms under its programme Managing at the Top ( MaTT2 ) .	DFID is also involved in private sector development, with the aim to 'work with government and others to make investors feel more <mark>confident</mark> about doing business in Bangladesh' (2009-14 Country Plan), and since 2006, provides extensive support in the area of civil service reforms under its programme Managing at the Top (MaTT2).	investors feel more confident	confident	<mark>confident</mark>	3	3	Belief/attitude<::>Belief/attitude<::>Belief/attitude	3	Belief/attitude	n	Joint Evaluation of Support to Anti-Corruption Efforts Bangladesh Country Report	Charlotte Vaillant, Deborah Mansfield, Derek Poate, Imran Ahmed, Mozammel Hoque, Zarina Rahman Khan	2011
cffebfd1-fc0b-11ed-88fc-93f4be02dfa8	neigbor5.txt	FOREIGN TRADE BARRIERS | 471 Although Thailand has been relatively open to imports of animal feed ingredients, U.S. stakeholders have raised concerns about what they consider to be excessively burdensome requirements for feed products containing certain dairy ingredients. Thailand imposes domestic purchase requirements on importers of several products subject to tariff-rate quotas, including soybeans and soybean meal. Imports of feed wheat are also subject to requirements for the domestic purchase of locally produced corn at above market prices even though feed wheat is not subject to a tariff-rate quota.	FOREIGN TRADE BARRIERS | 471 Although Thailand has been relatively open to imports of animal feed ingredients, U.S. stakeholders have raised concerns about what they consider to be excessively burdensome requirements for feed products containing certain dairy ingredients.	FOREIGN TRADE BARRIERS | 471 Although Thailand has been relatively open to imports of animal feed ingredients , U.S. stakeholders have raised concerns about what they consider to be excessively burdensome requirements for feed products containing certain dairy ingredients .	FOREIGN TRADE BARRIERS | 471 Although Thailand has been relatively open to imports of animal feed ingredients, U.S. stakeholders have raised concerns about what they <mark>consider</mark> to be excessively burdensome requirements for feed products containing certain dairy ingredients.	they consider	consider	<mark>consider</mark>	3	3	Not belief/attitude<::>Belief/attitude<::>Belief/attitude	2	Belief/attitude	n	The 2019 National Trade Estimate Report on Foreign Trade Barriers (NTE)	The Office of the United States Trade Representative (USTR): Samuel Gruber, Julie McNees, Nathaniel Moulton, Lida Weinstock, Robert E. Lighthizer	2019
cffebfd2-fc0b-11ed-88fc-93f4be02dfa8	neigbor79.txt	A. national level 346. The primary responsibility for implementing the strategic objectives of the Platform for Action rests with Governments. To achieve these objectives, Governments should make efforts to systematically review how women benefit from public sector expenditures; adjust budgets to ensure equality of access to public sector expenditures, both for enhancing productive capacity and for meeting social needs; and achieve the gender-related commitments made in other United Nations summits and conferences. To develop successful national implementation strategies for the Platform for Action, Governments should allocate sufficient resources, including resources for undertaking gender-impact analysis. Governments should also encourage non-governmental organizations and private-sector and other institutions to mobilize additional resources. 347. Sufficient resources should be allocated to national machineries for the advancement of women as well as to all institutions, as appropriate, that can contribute to the implementation and monitoring of the Platform for Action. 348. Where national machineries for the advancement of women do not yet exist or where they have not yet been established on a permanent basis, Governments should strive to make available sufficient and continuing resources for such machineries. 349. To facilitate the implementation of the Platform for Action, Governments should reduce, as appropriate, excessive military expenditures and investments for arms production and acquisition, consistent with national security requirements. 350. Non-governmental organizations, the private sector and other actors of civil society should be encouraged to consider allocating the resources necessary for the implementation of the Platform for Action. Governments should create a supportive environment for the mobilization of resources by non-governmental organizations, particularly women's organizations and networks, feminist groups, the private sector and other actors of civil society, to enable -128- them to contribute towards this end. The capacity of non-governmental organizations in this regard should be strengthened and enhanced.	Non-governmental organizations, the private sector and other actors of civil society should be encouraged to consider allocating the resources necessary for the implementation of the Platform for Action.	Non-governmental organizations , the private sector and other actors of civil society should be encouraged to consider allocating the resources necessary for the implementation of the Platform for Action .	Non-governmental organizations, the private sector and other actors of civil society should be encouraged to <mark>consider</mark> allocating the resources necessary for the implementation of the Platform for Action.	actors of civil society should be encouraged to consider	consider	<mark>consider</mark>	3	3	Belief/attitude<::>Not belief/attitude<::>Not belief/attitude	1	Not belief/attitude	n	Report of the Fourth World Conference on Women.	United Nations	1995
cffebfd3-fc0b-11ed-88fc-93f4be02dfa8	neigbor183.txt	The SUAP includes specific recommendations for F2F volunteers to help raise awareness of the human health and environmental consequences of pesticide use with the aim of encouraging farmers and applicators to consider human health and the environment when making pesticide choices. These recommendations will help ensure that F2F volunteers' recommendations and advice on pesticide use have positive effects on human health and the environment.	The SUAP includes specific recommendations for F2F volunteers to help raise awareness of the human health and environmental consequences of pesticide use with the aim of encouraging farmers and applicators to consider human health and the environment when making pesticide choices.	The SUAP includes specific recommendations for F2F volunteers to help raise awareness of the human health and environmental consequences of pesticide use with the aim of encouraging farmers and applicators to consider human health and the environment when making pesticide choices .	The SUAP includes specific recommendations for F2F volunteers to help raise awareness of the human health and environmental consequences of pesticide use with the aim of encouraging farmers and applicators to <mark>consider</mark> human health and the environment when making pesticide choices.	applicators to consider	consider	<mark>consider</mark>	3	3	Belief/attitude<::>Not belief/attitude<::>Not belief/attitude	1	Not belief/attitude	n	FARMER-TO-FARMER PROGRAMMATIC PERSUAP: PESTICIDE EVALUATION REPORT AND SAFER USE ACTION PLAN	The United States Agency for International Development	2013
cffebfd4-fc0b-11ed-88fc-93f4be02dfa8	neigbor59.txt	English development considered important to overall economic growth Examples of companies that require English skills are: * BPOs dealing with foreign clients; * Companies in the telecommunications industry; * Large multinational companies; * International donor organisations and social sector organisations.	English development considered important to overall economic growth Examples of companies that require English skills are: * BPOs dealing with foreign clients; * Companies in the telecommunications industry; * Large multinational companies; * International donor organisations and social sector organisations.	English development considered important to overall economic growth Examples of companies that require English skills are : * BPOs dealing with foreign clients ; * Companies in the telecommunications industry ; * Large multinational companies ; * International donor organisations and social sector organisations .	English development <mark>considered</mark> important to overall economic growth Examples of companies that require English skills are: * BPOs dealing with foreign clients; * Companies in the telecommunications industry; * Large multinational companies; * International donor organisations and social sector organisations.	considered important to overall economic growth Examples of companies that require English skills are: * BPOs dealing with foreign clients; * Companies	considered	<mark>considered</mark>	3	3	Belief/attitude<::>Belief/attitude<::>Belief/attitude	3	Belief/attitude	b	The Benefits of the English Language for Individuals and Societies: Quantitative Indicators from Cameroon, Nigeria, Rwanda, Bangladesh and Pakistan	Robert Pinon, Jon Haydon	2011
cffebfd5-fc0b-11ed-88fc-93f4be02dfa8	neigbor164.txt	"Because the poor is defined as a person simultaneously experiencing multiple deprivations, all data used in the assessment have to come from the same source (sample survey or census). While this is theoretically sound, in practice, it may limit the options of dimensions and indicators to be used. For instance, data on some of the dimensions of deprivation, important from a gender and poverty perspective, may not be routinely collected in household surveys used to measure the MPI. This type of constraint may explain why, in the MPI, indicators on living standards are limited to aspects of housing conditions, household assets and consumer durables, without considerations of current levels of income or consumption. Other ""missing"" dimensions of poverty data that appear important to deprived people but are overlooked in large-scale surveys may refer to quality of work, empowerment, physical safety, social connectedness and psychological well-being, as identified by the proponents of MPI.h From a gender perspective, better indicators and, in particular, individual-level indicators of key dimensions of capability are required. However, most of the more than 20 countriesi that have so far implemented an MPI approach in their latest poverty assessments use only household-level data to identify deprivation. For example, in the MPI, a household and all members of that household are considered deprived on the health dimension if: (1) there is at least one household member who is malnourished, or (2) if one or more children in the household died in the past 12 months. These indicators mirror some well-established indicators used to monitor the health dimension of development and poverty at national and subnational levels, such as the proportion of children underweight and the child mortality rate. However, their translation at the level of the household or the individual does not work, particularly from a gender perspective. An indicator such as ""a child has died in the household in the last 12 months"" does not say anything about the differences in health status between women and men and between boys and girls."	For example, in the MPI, a household and all members of that household are considered deprived on the health dimension if: (1) there is at least one household member who is malnourished, or (2) if one or more children in the household died in the past 12 months.	For example , in the MPI , a household and all members of that household are considered deprived on the health dimension if : ( 1 ) there is at least one household member who is malnourished , or ( 2 ) if one or more children in the household died in the past 12 months .	For example, in the MPI, a household and all members of that household are <mark>considered</mark> deprived on the health dimension if: (1) there is at least one household member who is malnourished, or (2) if one or more children in the household died in the past 12 months.	that household are considered deprived on the health dimension if: (1)	considered	<mark>considered</mark>	3	3	Belief/attitude<::>Belief/attitude<::>Belief/attitude	3	Belief/attitude	b	The World’s Women 2015: Trends and Statistics	United Nations	2015
cffebfd6-fc0b-11ed-88fc-93f4be02dfa8	neigbor221.txt	Water, wind, solar, biomass, biogas or industrial, agricultural or urban waste, oceans and tides, and geothermal are to be considered sources of renewable energy. Under the regime, renewable energy producers may benefit from the following.	Water, wind, solar, biomass, biogas or industrial, agricultural or urban waste, oceans and tides, and geothermal are to be considered sources of renewable energy.	Water , wind , solar , biomass , biogas or industrial , agricultural or urban waste , oceans and tides , and geothermal are to be considered sources of renewable energy .	Water, wind, solar, biomass, biogas or industrial, agricultural or urban waste, oceans and tides, and geothermal are to be <mark>considered</mark> sources of renewable energy.	are to be considered sources of renewable energy.	considered	<mark>considered</mark>	3	3	Belief/attitude<::>Belief/attitude<::>Belief/attitude	3	Belief/attitude	n	Worldwide Tax Summaries - Corporate Taxes 2017/18	Lazhar Sahbani	2017
cffebfd7-fc0b-11ed-88fc-93f4be02dfa8	neigbor32.txt	"A growing share of youth, typically defined as people ages 15 to 24, is in schooling or in training. Still, youth unemployment reaches alarming levels in some countries (above 40 percent in South Africa since early 2008 and above 50 percent in Spain in early 2012).10 Even in countries where it is relatively low, the youth unemployment rate is twice or more the national average. In addition, a large share of young people are considered ""idle""--not in education, not employed, and not in training or looking for work (figure 1.2).11 In some countries, more than one-third of 15-to 24-year-olds are idle; in most countries, unemployment rates are small compared to idleness rates.12 In many cases, when youth work they do so in unpaid jobs. If paid, they are less likely to have access to social security.13 Although child labor is in decline, it still affects 1 in 8 children (1 in 14 in the case of hazardous work). The International Labour Organization (ILO) defines child labor as any work by a child under age 12 or, for a child above age 12, any work that impedes education or is damaging to health and personal development. Worldwide, 306 million children were at work in F I G U R E 1.1 A job does not always come with a wage Source: World Development Report 2013 team. Note: Data are for the most recent year available. nonwage employment wage employment self-employment farmingsh ar e of to ta l e m pl oy m en t, % men women 60 20 0 Europe and Central Asia Latin America and the Caribbean South Asia East Asia and Pacific Sub-Saharan Africa Middle East and North Africa The jobs challenge 51 2008. Of these, 215 million were engaged in activities that constituted child labor, and 115 million were involved in hazardous work.14 Most of these children are unpaid family workers or participate in farming. More than half live in Asia and the Pacific; but the share is highest is in SubSaharan Africa, where child labor affects 1 in 4 children (or 65 million of them)."	"In addition, a large share of young people are considered ""idle""--not in education, not employed, and not in training or looking for work (figure 1.2).11 In some countries, more than one-third of 15-to 24-year-olds are idle; in most countries, unemployment rates are small compared to idleness rates.1"	"In addition , a large share of young people are considered "" idle "" - - not in education , not employed , and not in training or looking for work ( figure 1.2 ) .11 In some countries , more than one-third of 15-to 24-year-olds are idle ; in most countries , unemployment rates are small compared to idleness rates ."	"In addition, a large share of young people are <mark>considered</mark> ""idle""--not in education, not employed, and not in training or looking for work (figure 1.2).11 In some countries, more than one-third of 15-to 24-year-olds are idle; in most countries, unemployment rates are small compared to idleness rates.1"	"young people are considered ""idle""--not in education, not"	considered	<mark>considered</mark>	3	3	Belief/attitude<::>Belief/attitude<::>Belief/attitude	3	Belief/attitude	n	World Development Report 2013: Jobs	World Bank	2012
